Run,Months,Total_Invested_USD,Final_Portfolio_USD,Profit_USD,Multiple,CAGR,Annual_Vol,Sharpe,Sortino,Max_Drawdown,Calmar,Win_Rate,Avg_Monthly_Turnover,Max_Underwater_Months,Final_NAV_Multiple,Strategy,Mode,Display
K=3 / K=4 / K=5 (same),437,4370000.0,50767365.26791425,46397365.26791425,11.61724605673095,0.11170766228882512,0.14726321348852828,0.7585578206707209,1.3119123868685127,-0.5094876777779151,0.2192548851741186,0.6613272311212814,0.002288329519450801,73,47.29598918125296,buy_and_hold,baseline,B0 — SPXT buy & hold
K=5 hard,437,4370000.0,22741260.03507855,18371260.03507855,5.2039496647777,0.08411881461481485,0.0862405863944122,0.9753970622382638,1.775646850071188,-0.20235535182088227,0.4156984920728651,0.6681922196796338,0.14645308924485126,34,18.940136451190266,all_weather_defensive,hard,K=5 hard | all weather defensive (hard)
B0 — SPXT B&H,437,4370000.0,50767365.26791425,46397365.26791425,11.61724605673095,0.11170766228882512,0.14726321348852828,0.7585578206707209,1.3119123868685127,-0.5094876777779151,0.2192548851741186,0.6613272311212814,0.002288329519450801,73,47.29598918125296,all_weather_defensive,soft,B0 — SPXT B&H | all weather defensive (soft)
B1 — EW3 B&H,437,4370000.0,16947973.111061007,12577973.111061007,3.878254716489933,0.07051687399269646,0.07828330335307919,0.9007907302358716,1.5234827946686567,-0.33132289355604483,0.2128342935673662,0.6636155606407322,0.002288329519450801,39,11.95906572753724,all_weather_defensive,soft,B1 — EW3 B&H | all weather defensive (soft)
K=3 soft,437,4370000.0,18714561.269394867,14344561.269394867,4.282508299632693,0.07703632315243536,0.08962624531620508,0.8595286222316693,1.4369183055987893,-0.3012912883672012,0.25568719085746255,0.6750572082379863,0.10336119182769096,102,14.918388702055802,all_weather_defensive,soft,K=3 soft | all weather defensive (soft)
K=4 soft,437,4370000.0,22914585.392917987,18544585.392917987,5.243612218059036,0.08320508280783834,0.08808681984059763,0.9445803919179588,1.6659945886099128,-0.24772307310051012,0.3358794228024091,0.6796338672768879,0.220955802995634,49,18.367396407227833,all_weather_defensive,soft,K=4 soft | all weather defensive (soft)
K=5 soft,437,4370000.0,19237077.760155596,14867077.760155596,4.402077290653454,0.07685537368021889,0.08228891565444896,0.9339699407749298,1.6352348042683662,-0.24958220412336596,0.3079361124731075,0.6567505720823799,0.2241727289982697,37,14.827385312241592,all_weather_defensive,soft,K=5 soft | all weather defensive (soft)
B0 — SPXT B&H,437,4370000.0,50767365.26791425,46397365.26791425,11.61724605673095,0.11170766228882512,0.14726321348852828,0.7585578206707209,1.3119123868685127,-0.5094876777779151,0.2192548851741186,0.6613272311212814,0.002288329519450801,73,47.29598918125296,convex_soft_risk_on,hard,B0 — SPXT B&H | convex soft risk on (hard)
B1 — EW3 B&H,437,4370000.0,16947973.111061007,12577973.111061007,3.878254716489933,0.07051687399269646,0.07828330335307919,0.9007907302358716,1.5234827946686567,-0.33132289355604483,0.2128342935673662,0.6636155606407322,0.002288329519450801,39,11.95906572753724,convex_soft_risk_on,hard,B1 — EW3 B&H | convex soft risk on (hard)
K=3 hard,437,4370000.0,15592012.207504665,11222012.207504665,3.567966180207017,0.06593726153366242,0.11054966352130786,0.5964492286396996,1.013479742037186,-0.3747070227393713,0.1759701781183997,0.41876430205949655,0.13501144164759726,216,10.230433414716655,convex_soft_risk_on,hard,K=3 hard | convex soft risk on (hard)
K=4 hard,437,4370000.0,17514152.9665743,13144152.9665743,4.007815324158878,0.06874553305813014,0.11882531310862122,0.5785428311498587,0.9656219393233442,-0.40471158629272186,0.1698630219309005,0.43707093821510296,0.23569794050343248,176,11.25916582932125,convex_soft_risk_on,hard,K=4 hard | convex soft risk on (hard)
K=5 hard,437,4370000.0,26061140.55840243,21691140.55840243,5.963647725034881,0.08466987743493815,0.11270760107407797,0.7512348468785898,1.3141791129247662,-0.28270208305213607,0.2995021349712633,0.5034324942791762,0.11899313501144165,50,19.293907189307305,convex_soft_risk_on,hard,K=5 hard | convex soft risk on (hard)
B0 — SPXT B&H,437,4370000.0,50767365.26791425,46397365.26791425,11.61724605673095,0.11170766228882512,0.14726321348852828,0.7585578206707209,1.3119123868685127,-0.5094876777779151,0.2192548851741186,0.6613272311212814,0.002288329519450801,73,47.29598918125296,convex_soft_risk_on,soft,B0 — SPXT B&H | convex soft risk on (soft)
B1 — EW3 B&H,437,4370000.0,16947973.111061007,12577973.111061007,3.878254716489933,0.07051687399269646,0.07828330335307919,0.9007907302358716,1.5234827946686567,-0.33132289355604483,0.2128342935673662,0.6636155606407322,0.002288329519450801,39,11.95906572753724,convex_soft_risk_on,soft,B1 — EW3 B&H | convex soft risk on (soft)
K=3 soft,437,4370000.0,14506497.487022335,10136497.487022335,3.319564642339207,0.061479283980432786,0.10166584849714838,0.6047191351789801,1.038262412993112,-0.36245677535921994,0.1696182501196247,0.6475972540045767,0.11983052253524556,223,8.782361088000743,convex_soft_risk_on,soft,K=3 soft | convex soft risk on (soft)
K=4 soft,437,4370000.0,16438979.876044277,12068979.876044277,3.761780292000979,0.06620201804546055,0.11398146192680218,0.5808139054048531,0.9672113297206267,-0.4016015619401736,0.16484502133316561,0.6498855835240275,0.20219474182209907,205,10.323377266034694,convex_soft_risk_on,soft,K=4 soft | convex soft risk on (soft)
K=5 soft,437,4370000.0,24217512.227514666,19847512.227514666,5.541764811788253,0.08089499978618275,0.09970830494981978,0.8113165681323617,1.4340363135359933,-0.34359234657550075,0.23543888736883417,0.6590389016018307,0.13614280871806925,73,16.993496347217658,convex_soft_risk_on,soft,K=5 soft | convex soft risk on (soft)
B0 — SPXT B&H,437,4370000.0,50767365.26791425,46397365.26791425,11.61724605673095,0.11170766228882512,0.14726321348852828,0.7585578206707209,1.3119123868685127,-0.5094876777779151,0.2192548851741186,0.6613272311212814,0.002288329519450801,73,47.29598918125296,regime_cash_shelter,hard,B0 — SPXT B&H | regime cash shelter (hard)
B1 — EW3 B&H,437,4370000.0,16947973.111061007,12577973.111061007,3.878254716489933,0.07051687399269646,0.07828330335307919,0.9007907302358716,1.5234827946686567,-0.33132289355604483,0.2128342935673662,0.6636155606407322,0.002288329519450801,39,11.95906572753724,regime_cash_shelter,hard,B1 — EW3 B&H | regime cash shelter (hard)
K=3 hard,437,4370000.0,12211164.255603066,7841164.255603066,2.794316763295896,0.06029447827793266,0.07962489088066901,0.757231534147957,1.3474273200078093,-0.21496180438605228,0.2804892638956879,0.43478260869565216,0.28352402745995425,208,8.432344964035613,regime_cash_shelter,hard,K=3 hard | regime cash shelter (hard)
K=4 hard,437,4370000.0,12445165.818501074,8075165.818501074,2.8478640316936095,0.056353468805196316,0.08475378567086328,0.6649079844532485,1.1472091848205634,-0.2594950572948156,0.21716586586530792,0.4416475972540046,0.4691075514874142,85,7.362986187786107,regime_cash_shelter,hard,K=4 hard | regime cash shelter (hard)
K=5 hard,437,4370000.0,17400299.04980997,13030299.04980997,3.9817617962951877,0.06954978090153663,0.07999357498744843,0.8694420884733493,1.5825892515887006,-0.18701143954529698,0.37190121134108817,0.5034324942791762,0.2402745995423341,40,11.57186066798659,regime_cash_shelter,hard,K=5 hard | regime cash shelter (hard)
B0 — SPXT B&H,437,4370000.0,50767365.26791425,46397365.26791425,11.61724605673095,0.11170766228882512,0.14726321348852828,0.7585578206707209,1.3119123868685127,-0.5094876777779151,0.2192548851741186,0.6613272311212814,0.002288329519450801,73,47.29598918125296,regime_cash_shelter,soft,B0 — SPXT B&H | regime cash shelter (soft)
B1 — EW3 B&H,437,4370000.0,16947973.111061007,12577973.111061007,3.878254716489933,0.07051687399269646,0.07828330335307919,0.9007907302358716,1.5234827946686567,-0.33132289355604483,0.2128342935673662,0.6636155606407322,0.002288329519450801,39,11.95906572753724,regime_cash_shelter,soft,B1 — EW3 B&H | regime cash shelter (soft)
K=3 soft,437,4370000.0,12302617.41496245,7932617.41496245,2.815244259716808,0.06037940988015511,0.07669099680599599,0.7873076683681131,1.4113780091040244,-0.2156776868052831,0.27995204684602587,0.6590389016018307,0.24249484380834815,207,8.456977409882215,regime_cash_shelter,soft,K=3 soft | regime cash shelter (soft)
K=4 soft,437,4370000.0,13939468.260797437,9569468.260797437,3.189809670663029,0.06138914384917915,0.08263432899662544,0.742901220286863,1.2832926788508616,-0.25457891457725657,0.2411399386752806,0.6636155606407322,0.37890506866079565,80,8.755242616636977,regime_cash_shelter,soft,K=4 soft | regime cash shelter (soft)
K=5 soft,437,4370000.0,20597741.59571853,16227741.59571853,4.713442012750235,0.07674855025418448,0.0766521219136378,1.0012579996240067,1.8427852958273307,-0.21704661875549425,0.35360398929154796,0.6681922196796338,0.20044021832951697,51,14.773915189706313,regime_cash_shelter,soft,K=5 soft | regime cash shelter (soft)
