regime_id,regime_name,w_SPXT,w_LUATTRUU,w_BCOMTR
0,Bear,4.647388522006111e-16,0.77955147649919,0.22044852350080965
1,Neutral,0.23821119605764177,0.46818486901418227,0.2936039349281759
2,Bull,1.3849393248140342e-17,0.8255825014968078,0.1744174985031923
