regime_id,regime_name,w_SPXT,w_LUATTRUU,w_LF98TRUU,w_BCOMTR,w_MXEF,w_BCIT1T,w_DXY,w_NEIXCTAT,w_M1WOSC,w_M1WO000V,w_M1WOMOM,w_M1WOQU,w_M1WOMVOL,w_DBFXCARU
0,Crisis,0.0,0.11826280100634563,0.0,0.2303715330658266,0.0,0.04692305432685799,0.2560122494171771,0.3484303621837927,0.0,0.0,0.0,0.0,0.0,0.0
1,Inflation,0.0,0.5925457403729286,0.0,0.09588571767698895,0.0,9.293125418015919e-13,0.07182084841704746,0.23974769353210573,0.0,0.0,0.0,0.0,0.0,0.0
2,Steady State,0.1405348707103158,0.021163251418511463,0.02157900710810624,0.004008317232569088,0.017816191030654165,5.8937045164724765e-08,6.325433689674927e-16,0.007367064097131542,0.036407081758838375,0.07857819277166753,0.018535289428169094,0.12454916342302018,0.13933089746262262,0.39013061462134796
3,Walking on Ice,0.09091396538262915,0.0452184823181227,0.02849093798924002,0.0022107423197547755,0.07765553770653968,0.0,9.401336032837124e-14,1.4070113162930211e-13,0.07398640894028842,0.07091847932314367,0.041932313718693666,0.09913921087908416,0.12062193903036189,0.3489119823919071
4,Bull Market,0.0040997590653229,0.04237775507991427,0.02107661564871246,0.023572226981534192,0.02935724674698044,0.0008594179911490856,0.008748451613211845,0.015380558677368868,0.022997600343956214,0.08765156769695909,0.0345436095082253,0.06729364020760409,0.02941457524079407,0.6126269751982673
