,Prob_Regime0,Prob_Regime1,Prob_Regime2,Regime_Candidate,Regime,Regime_Name
2015-10-31,0.9630318156201435,3.733210155136718e-23,0.03696818437985651,0,0,Defensive
2015-11-30,0.9815159078100717,1.866599708423681e-23,0.018484092189928254,0,0,Defensive
2015-12-31,0.9907579539050358,9.332998542118405e-24,0.009242046094964127,0,0,Defensive
2016-01-31,0.8350919508468739,4.666499271059202e-24,0.1649080491531261,0,0,Defensive
2016-02-29,0.9621167261345756,2.3332496355296017e-24,0.03788327386542451,0,0,Defensive
2016-03-31,0.986884694596717,1.1666248177648007e-24,0.013115305403283015,0,0,Defensive
2016-04-30,0.9934367904175877,5.833124088824007e-25,0.006563209582412329,0,0,Defensive
2016-05-31,0.9967204790378426,2.916562044412003e-25,0.0032795209621574563,0,0,Defensive
2016-06-30,0.9983602395193863,1.4582810222060009e-25,0.0016397604806135968,0,0,Defensive
2016-07-31,0.5284908330459565,7.291405111030009e-26,0.4715091669540436,0,0,Defensive
2016-08-31,0.1408000843718427,3.645702555515004e-26,0.8591999156281572,2,2,Growth
2016-09-30,0.07090511214331804,3.861641801023604e-15,0.929094887856678,2,2,Growth
2016-10-31,0.1309509010295537,4.82705225134786e-16,0.8690490989704459,2,2,Growth
2016-11-30,0.029624892011297126,2.413526125673933e-16,0.9703751079887026,2,2,Growth
2016-12-31,0.8147991766715172,1.206763062836966e-16,0.18520082332848262,0,0,Defensive
2017-01-31,0.11093301802570067,6.033815314184827e-17,0.8890669819742993,2,2,Growth
2017-02-28,0.05965258202197887,3.016907657092416e-17,0.9403474179780211,2,2,Growth
2017-03-31,0.028385717690180477,1.5084538285462067e-17,0.9716142823098195,2,2,Growth
2017-04-30,0.015115682757477052,7.542269142731036e-18,0.9848843172425229,2,2,Growth
2017-05-31,0.012784155326580698,3.77113457136552e-18,0.9872158446734193,2,2,Growth
2017-06-30,0.004626476985749336,1.8855672856827595e-18,0.9953735230142506,2,2,Growth
2017-07-31,0.0024275483839387197,9.427836428413792e-19,0.9975724516160612,2,2,Growth
2017-08-31,0.002177331969025022,4.713918214206897e-19,0.997822668030975,2,2,Growth
2017-09-30,0.0007529168033693019,2.3569591071034484e-19,0.9992470831966307,2,2,Growth
2017-10-31,0.007174911473625949,1.1784795535517247e-19,0.9928250885263741,2,2,Growth
2017-11-30,0.001497829013525882,5.892397767758622e-20,0.9985021709864741,2,2,Growth
2017-12-31,0.0019237108497932177,2.9461988838793105e-20,0.9980762891502067,2,2,Growth
2018-01-31,0.0004556300405337159,1.4730994419396553e-20,0.9995443699594664,2,2,Growth
2018-02-28,0.009580885306480722,7.365497209698275e-21,0.9904191146935193,2,2,Growth
2018-03-31,0.002041198571892613,3.6827486048491404e-21,0.9979588014281073,2,2,Growth
2018-04-30,0.0007768138618816562,1.841374302424569e-21,0.9992231861381184,2,2,Growth
2018-05-31,0.0008133325861721282,9.206871512122845e-22,0.9991866674138279,2,2,Growth
2018-06-30,0.00028674074741898663,4.603435756061424e-22,0.999713259252581,2,2,Growth
2018-07-31,0.00027632747313148244,2.301717878030711e-22,0.9997236725268686,2,2,Growth
2018-08-31,8.223933769776169e-05,1.1508589390153552e-22,0.9999177606623022,2,2,Growth
2018-09-30,0.00044677728049802155,5.754294695076778e-23,0.9995532227195021,2,2,Growth
2018-10-31,0.0003461579305513276,2.877147347538386e-23,0.9996538420694486,2,2,Growth
2018-11-30,0.0002196207255471995,1.4385736737691937e-23,0.9997803792744528,2,2,Growth
2018-12-31,0.08877631984585978,7.192868368845974e-24,0.9112236801541402,2,2,Growth
2019-01-31,0.030462616156838873,3.596434184422987e-24,0.9695373838431611,2,2,Growth
2019-02-28,0.008156708698503452,1.798217092211494e-24,0.9918432913014965,2,2,Growth
2019-03-31,0.004060058368679638,8.991085461057464e-25,0.9959399416313204,2,2,Growth
2019-04-30,0.002028189245411544,4.495542730528734e-25,0.9979718107545884,2,2,Growth
2019-05-31,0.001016086476467931,2.247771365264365e-25,0.998983913523532,2,2,Growth
2019-06-30,0.0007122563902964578,1.1238856826321833e-25,0.9992877436097035,2,2,Growth
2019-07-31,0.00035617998244495035,5.619428413160915e-26,0.9996438200175551,2,2,Growth
2019-08-31,0.00020094632894869348,2.809714206580457e-26,0.9997990536710513,2,2,Growth
2019-09-30,0.00023197112426541377,1.4048571032902294e-26,0.9997680288757346,2,2,Growth
2019-10-31,0.008183109280179226,7.024285516451148e-27,0.9918168907198208,2,2,Growth
2019-11-30,0.0010800732793046772,3.5121427582255734e-27,0.9989199267206953,2,2,Growth
2019-12-31,0.0006214573373351065,1.756071379112786e-27,0.9993785426626648,2,2,Growth
2020-01-31,0.00032431249996290554,8.780356895563928e-28,0.999675687500037,2,2,Growth
2020-02-29,0.3891906847387742,4.390178447781962e-28,0.6108093152612258,2,2,Growth
2020-03-31,0.8487027496243159,2.195089223890983e-28,0.1512972503756842,0,0,Defensive
2020-04-30,0.9243513748120179,1.0975446119454906e-28,0.07564862518798215,0,0,Defensive
2020-05-31,0.4571031053867707,5.487723059727455e-29,0.5428968946132294,2,2,Growth
2020-06-30,0.21459940296260607,2.7438615298637287e-29,0.785400597037394,2,2,Growth
2020-07-31,0.12660447948441778,1.3719307649318657e-29,0.8733955205155822,2,2,Growth
2020-08-31,0.04280176192805445,6.859653824659325e-30,0.9571982380719456,2,2,Growth
2020-09-30,0.8212112185475002,3.429826912329661e-30,0.1787887814524998,0,0,Defensive
2020-10-31,0.11801509695642418,1.71491345616483e-30,0.8819849030435758,2,2,Growth
2020-11-30,0.8338281167032888,8.574567280824161e-31,0.16617188329671118,0,0,Defensive
2020-12-31,0.1253895548539914,4.287283640412076e-31,0.8746104451460086,2,2,Growth
2021-01-31,0.06286635890881331,2.143641820206038e-31,0.9371336410911868,2,2,Growth
2021-02-28,0.03343587340203675,1.0718209101030195e-31,0.9665641265979633,2,2,Growth
2021-03-31,0.05066411384540629,5.359104550515096e-32,0.9493358861545937,2,2,Growth
2021-04-30,0.01231834345753288,2.6795522752575475e-32,0.9876816565424672,2,2,Growth
2021-05-31,0.006460486413796028,1.3397761376287735e-32,0.993539513586204,2,2,Growth
2021-06-30,0.004493695361861714,6.698880688143866e-33,0.9955063046381383,2,2,Growth
2021-07-31,0.00627507365280982,3.349440344071934e-33,0.9937249263471901,2,2,Growth
2021-08-31,0.0014473928692257773,1.674720172035967e-33,0.9985526071307742,2,2,Growth
2021-09-30,0.003887387777249806,8.373600860179834e-34,0.9961126122227503,2,2,Growth
2021-10-31,0.000772267942247074,4.186800430089916e-34,0.9992277320577528,2,2,Growth
2021-11-30,0.020594168046345514,2.0934002150449586e-34,0.9794058319536544,2,2,Growth
2021-12-31,0.002755878563082524,1.046700107522479e-34,0.9972441214369174,2,2,Growth
2022-01-31,0.030519387750569792,5.233500537612403e-35,0.9694806122494303,2,2,Growth
2022-02-28,0.005502110572313812,2.616750268806199e-35,0.9944978894276861,2,2,Growth
2022-03-31,0.002697746935822923,1.3083751344031005e-35,0.9973022530641771,2,2,Growth
2022-04-30,0.7738581339961135,6.541875672015506e-36,0.22614186600388644,0,0,Defensive
2022-05-31,0.11687938812231136,3.270937836007751e-36,0.8831206118776886,2,2,Growth
2022-06-30,0.8289026684521433,1.6354689180038732e-36,0.17109733154785664,0,0,Defensive
2022-07-31,0.9227579953457545,8.17734459001938e-37,0.07724200465424544,0,0,Defensive
2022-08-31,0.9442942072406468,4.088672297494301e-37,0.055705792759353154,0,0,Defensive
2022-09-30,0.9785532466969024,2.0443361478154214e-37,0.021446753303097713,0,0,Defensive
2022-10-31,0.9892768683453895,1.02216807390771e-37,0.010723131654610462,0,0,Defensive
2022-11-30,0.9946320859668994,5.110840369538556e-38,0.0053679140331005714,0,0,Defensive
2022-12-31,0.24070160863947945,2.5554201847692747e-38,0.7592983913605206,2,2,Growth
2023-01-31,0.9040554908395096,1.277710092384639e-38,0.09594450916049042,0,0,Defensive
2023-02-28,0.18036210363272043,6.388550461923184e-39,0.8196378963672795,2,2,Growth
2023-03-31,0.8636608557883757,3.194275230961592e-39,0.13633914421162427,0,0,Defensive
2023-04-30,0.13880150546602657,1.597137615480796e-39,0.8611984945339735,2,2,Growth
2023-05-31,0.8680684291091318,7.985688077403987e-40,0.13193157089086816,0,0,Defensive
2023-06-30,0.13440103890616817,3.992844038701992e-40,0.8655989610938318,2,2,Growth
2023-07-31,0.06722157551470284,1.9964220193509954e-40,0.9327784244852972,2,2,Growth
2023-08-31,0.034225339289044095,9.982110096754981e-41,0.965774660710956,2,2,Growth
2023-09-30,0.026593155411777078,4.991055048377485e-41,0.9734068445882228,2,2,Growth
2023-10-31,0.011791716179488234,1.7431014094216412e-06,0.9882065407191024,2,2,Growth
2023-11-30,0.6852405050369235,2.178876761777049e-07,0.31475927707540047,0,0,Defensive
2023-12-31,0.7698986871397085,1.0894383808885257e-07,0.23010120391645333,0,0,Defensive
2024-01-31,0.13282998942563398,5.447191904442631e-08,0.867169956102447,2,2,Growth
2024-02-29,0.06502624761325597,2.7235959522213143e-08,0.9349737251507845,2,2,Growth
2024-03-31,0.032597378994627474,1.3617979761106578e-08,0.9674026073873928,2,2,Growth
2024-04-30,0.01932919316931241,6.808989880553286e-09,0.9806708000216977,2,2,Growth
2024-05-31,0.00957193215973179,3.4044949402766437e-09,0.9904280644357734,2,2,Growth
2024-06-30,0.0071168467425203495,1.7022474701383208e-09,0.9928831515552321,2,2,Growth
2024-07-31,0.022221063694988465,8.511237350691618e-10,0.9777789354538878,2,2,Growth
2024-08-31,0.004369159667947359,4.255618675345808e-10,0.9956308399064908,2,2,Growth
2024-09-30,0.6968504276168307,2.1278093376729034e-10,0.3031495721703884,0,0,Defensive
2024-10-31,0.08815822326299075,1.0639046688364518e-10,0.9118417766306188,2,2,Growth
2024-11-30,0.044281224042247595,5.319523344182258e-11,0.9557187759045572,2,2,Growth
2024-12-31,0.0677438559927601,2.6597616720911263e-11,0.9322561439806422,2,2,Growth
2025-01-31,0.01730893016503661,1.3298808360455641e-11,0.9826910698216645,2,2,Growth
2025-02-28,0.011401255901267181,6.64940418022782e-12,0.9885987440920834,2,2,Growth
2025-03-31,0.004720301869204225,3.324702090113908e-12,0.995279698127471,2,2,Growth
2025-04-30,0.002986428402254737,1.662351045056954e-12,0.9970135715960828,2,2,Growth
2025-05-31,0.0014080739578422627,8.31175522528477e-13,0.9985919260413265,2,2,Growth
2025-06-30,0.0015331348588094736,4.155877612642384e-13,0.9984668651407749,2,2,Growth
2025-07-31,0.0009645120573470295,2.0779388063211927e-13,0.9990354879424452,2,2,Growth
2025-08-31,0.0007884889020181507,1.0389694031605968e-13,0.999211511097878,2,2,Growth
2025-09-30,0.0010097768959123122,5.1948470158029873e-14,0.9989902231040357,2,2,Growth
2025-10-31,0.004429514550553536,2.5974235079014915e-14,0.9955704854494205,2,2,Growth
2025-11-30,0.0009447472373883463,1.2987117539507465e-14,0.9990552527625987,2,2,Growth
2025-12-31,0.001833534494222112,6.49355876975373e-15,0.9981664655057714,2,2,Growth
2026-01-31,0.003981857853374008,3.2467811514325967e-15,0.9960181421466228,2,2,Growth
2026-02-28,0.034040108223688664,1.623389913257899e-15,0.9659598917763097,2,2,Growth
2026-03-31,0.23667555169367926,8.116949566289491e-16,0.7633244483063198,2,2,Growth
2026-04-30,0.05153986136832602,4.058474783144751e-16,0.9484601386316737,2,2,Growth
2026-05-31,0.01821236974612305,2.0292373915723738e-16,0.9817876302538768,2,2,Growth
