regime_id,regime_name,w_SPXT,w_LUATTRUU,w_LF98TRUU,w_BCOMTR,w_MXEF,w_BCIT1T
0,Bear,0.0,4.89467889916812e-17,0.0,0.6588134726109115,5.922181994676509e-17,0.3411865273890885
1,Neutral,0.13081255457828805,0.4005982493260237,0.06913866499109149,0.2609505964966594,0.13705571674861136,0.0014442178593261185
2,Bull,0.0,0.6801582310971319,0.0,0.13402709719077044,0.18581467171208763,1.0080823748005827e-14
