regime_id,regime_name,w_SPXT,w_LUATTRUU,w_LF98TRUU,w_BCOMTR,w_MXEF,w_BCIT1T,w_DXY,w_NEIXCTAT,w_M1WOSC,w_M1WO000V,w_M1WOMOM,w_M1WOQU,w_M1WOMVOL,w_DBFXCARU
0,Bear,0.0,1.130209802339533e-15,4.2050139758003972e-16,0.23983974343374673,0.0,0.0955052392293719,0.6646550173368777,7.615973526532583e-16,0.0,0.0,0.0,0.0,3.132482551823222e-16,1.0803910243889184e-15
1,Neutral,1.4438829668706448e-15,0.133233261596725,2.6069466377206335e-15,0.1251993576423154,0.031248065359910496,0.0,1.0703304400086928e-15,0.11200380311508075,1.541642504841646e-15,0.0,0.036620776851909585,5.09769692737755e-15,1.345151050418136e-15,0.5616947354340456
2,Bull,2.2742243839300292e-14,0.18263738660639667,1.5811548184714571e-19,0.04177313990316682,4.67194039486246e-14,0.0006762112502848904,0.06369018112566492,8.517227553223712e-20,4.46516059866945e-14,0.0,0.0027211731822792628,3.9636017411514516e-14,0.0,0.7085019079320537
