,Prob_Regime0,Prob_Regime1,Prob_Regime2,Prob_Regime3,Regime_Candidate,Regime,Regime_Name
2009-08-31,0.0003500139609204103,0.0019563102426098954,0.0007826751410786839,0.996911000655391,3,3,Walking on Ice
2009-09-30,0.00017500698046020514,0.0009781551213049477,0.025050510155711313,0.9737963277425234,3,3,Walking on Ice
2009-10-31,8.75034902301026e-05,0.000489077560652474,0.0032778655027543417,0.9961455534463631,3,3,Walking on Ice
2009-11-30,4.3751745115051306e-05,0.00024453878032623704,0.0016389327513771004,0.9980727767231816,3,3,Walking on Ice
2009-12-31,2.1875872557525653e-05,0.00012226939016311852,0.0008194663756885502,0.9990363883615908,3,3,Walking on Ice
2010-01-31,1.0937936278762833e-05,6.113469508177857e-05,0.00040973318787745883,0.999518194180762,3,3,Walking on Ice
2010-02-28,5.468968139381414e-06,3.056734754080704e-05,0.0002048665939262855,0.9997590970903936,3,3,Walking on Ice
2010-03-31,2.734484069690706e-06,1.5283673770403513e-05,0.00010243329696337712,0.9998795485451965,3,3,Walking on Ice
2010-04-30,1.3672420348453533e-06,7.641836885201758e-06,5.121664848160067e-05,0.9999397742725984,3,3,Walking on Ice
2010-05-31,6.836210174226767e-07,3.820918442600879e-06,2.5608324240800336e-05,0.9999698871362992,3,3,Walking on Ice
2010-06-30,0.695022726946137,0.10497952532359292,1.2804162120400173e-05,0.1999849435681497,0,0,Crisis
2010-07-31,0.08687796904720793,0.01312315708765711,6.402119714440646e-06,0.8999924717454205,3,3,Walking on Ice
2010-08-31,0.043438984523603896,0.006561578543828545,3.2104879368417816e-06,0.9499962264446307,3,3,Walking on Ice
2010-09-30,0.021719492261801972,0.0032807892719142764,3.980040743652416e-05,0.9749599180588472,3,3,Walking on Ice
2010-10-31,0.010859746130900981,0.0016406735384912623,5.575689555739222e-06,0.987494004641052,3,3,Walking on Ice
2010-11-30,0.0054298730654504905,0.0008202321807953342,2.787844777956621e-06,0.9937471069089763,3,3,Walking on Ice
2010-12-31,0.002714936532725244,0.0004132554386899977,2.065986469638335e-06,0.9968697420421152,3,3,Walking on Ice
2011-01-31,0.0013574682663626226,0.0002054504637353749,7.809692045531023e-07,0.9984363003006975,3,3,Walking on Ice
2011-02-28,0.0006787341331813112,0.00010272523186768742,0.06955522188673881,0.9296633187482122,3,3,Walking on Ice
2011-03-31,0.00033936706659065566,5.1362615933843724e-05,0.008694549167568207,0.9909147211499073,3,3,Walking on Ice
2011-04-30,0.00016968353329532786,2.568130796692187e-05,0.1300141603825249,0.8697904747762129,3,3,Walking on Ice
2011-05-31,8.484176664766391e-05,1.2840653983460931e-05,0.017881998016734648,0.9820203195626342,3,3,Walking on Ice
2011-06-30,0.7319483739915851,6.4203269917304706e-06,0.07703504590010615,0.1910101597813171,0,0,Crisis
2011-07-31,0.8915094454963075,3.2101634958652366e-06,0.012982264449537836,0.09550507989065866,0,0,Crisis
2011-08-31,0.1457547261546113,1.605081747932617e-06,0.00649112881831136,0.8477525399453295,3,3,Walking on Ice
2011-09-30,0.07287736307730565,8.025408739663084e-07,0.0032455644091556797,0.9238762699726647,3,3,Walking on Ice
2011-10-31,0.036438681538652824,4.012704369831542e-07,0.0016227822045778398,0.9619381349863324,3,3,Walking on Ice
2011-11-30,0.01821934076932641,2.0063521849157707e-07,0.0008113911022889198,0.9809690674931661,3,3,Walking on Ice
2011-12-31,0.009109687048456303,1.0031760924578858e-07,0.7942817081800568,0.19660850445387762,2,2,Steady State
2012-01-31,0.004554837341971584,5.015880462289433e-08,0.10390820613336618,0.8915369063658576,3,3,Walking on Ice
2012-02-29,0.0022777219871447604,2.5079402311447137e-08,0.05034311575411178,0.9473791371793412,3,3,Walking on Ice
2012-03-31,0.0011387472406378825,1.2539701155723569e-08,0.02514696388469795,0.973714276334963,3,3,Walking on Ice
2012-04-30,0.0005693736203189413,6.269850577861784e-09,0.012573481942348976,0.9868571381674816,3,3,Walking on Ice
2012-05-31,0.8002846868101594,3.1349252889308918e-09,0.006286740971174487,0.19342856908374073,0,0,Crisis
2012-06-30,0.10372058278351173,1.5674626444654465e-09,0.7995651311071552,0.0967142845418704,2,2,Steady State
2012-07-31,0.050805655700706776,7.837313222327241e-10,0.8964673890599025,0.05272695445565946,2,2,Steady State
2012-08-31,0.025295126321904796,3.9186566111636157e-10,0.14998007562767127,0.8247247976585583,3,3,Walking on Ice
2012-09-30,0.012738595139028357,1.9593283055833446e-10,0.8740110930566987,0.11325031160834018,2,2,Steady State
2012-10-31,0.006335160577735693,9.79664152791096e-11,0.9333191810207567,0.060345658303541196,2,2,Steady State
2012-11-30,0.003167580288867845,4.898320763955478e-11,0.16828979162767685,0.8285426280344721,3,3,Walking on Ice
2012-12-31,0.001583792871234433,2.4491603819777406e-11,0.8840864511636413,0.11432975594063276,2,2,Steady State
2013-01-31,0.0008343763338478445,1.22458019098887e-11,0.942007166073921,0.05715845757998538,2,2,Steady State
2013-02-28,0.0019484610930847373,6.1229009549443475e-12,0.9694721817644358,0.02857935713635643,2,2,Steady State
2013-03-31,0.00039402931974726047,3.0614504774721754e-12,0.21583927964806784,0.7837666910291234,3,3,Walking on Ice
2013-04-30,0.0001970146598736301,1.5307252387360867e-12,0.13244284393192127,0.8673601414066745,3,3,Walking on Ice
2013-05-31,9.850732993681514e-05,7.65362619368044e-13,0.8514416990026991,0.14845979366659873,2,2,Steady State
2013-06-30,0.8000492536649685,3.8268130968402187e-13,0.1262050619427442,0.07374568439190471,0,0,Crisis
2013-07-31,0.10002462683248421,1.913406548420109e-13,0.8575337799669329,0.042441593200391516,2,2,Steady State
2013-08-31,0.8500123134162421,9.567032742100546e-14,0.13085517161013113,0.019132514973531068,0,0,Crisis
2013-09-30,0.12500615670812104,4.7835163710502715e-14,0.8645221153194815,0.010471727972349527,2,2,Steady State
2013-10-31,0.06250307835406053,2.3917581855251364e-14,0.9321722867343043,0.005324634911611236,2,2,Steady State
2013-11-30,0.03193770941263237,1.1958790927625679e-14,0.9655605938784109,0.0025016967089448966,2,2,Steady State
2013-12-31,0.015711540867965394,5.9793954638128394e-15,0.9829618044769466,0.0013266546550821233,2,2,Steady State
2014-01-31,0.007855771180543725,2.9896977319064217e-15,0.2039112405604634,0.7882329882589899,3,3,Walking on Ice
2014-02-28,0.0039298306838677155,1.4948488659532098e-15,0.09963815767810724,0.8964320116380234,3,3,Walking on Ice
2014-03-31,0.8019641858268503,7.474244329766051e-16,0.048944108588917595,0.1490917055842314,0,0,Crisis
2014-04-30,0.10098209291342511,3.7371221648830246e-16,0.8239780261743691,0.07503988091220534,2,2,Steady State
2014-05-31,0.05049104646204463,1.8685610824415123e-16,0.911973601439798,0.03753535209815724,2,2,Steady State
2014-06-30,0.025246308516727142,9.342805412207564e-17,0.9559867374531108,0.01876695403016195,2,2,Steady State
2014-07-31,0.01263761188825742,4.67140270610419e-17,0.978006859865877,0.009355528245865455,2,2,Steady State
2014-08-31,0.006313273971689849,2.33570135305194e-17,0.9889863150165428,0.004700411011767221,2,2,Steady State
2014-09-30,0.004381468650280513,1.1678506765259712e-17,0.9859885373889228,0.009629993960796616,2,2,Steady State
2014-10-31,0.0017314224411535853,5.839253382629852e-18,0.9956240503259703,0.0026445272328760286,2,2,Steady State
2014-11-30,0.0024460081989400293,2.919626691314926e-18,0.9964427165503017,0.0011112752507583458,2,2,Steady State
2014-12-31,0.8006303927325839,1.4598133456574637e-18,0.1988139696420371,0.0005556376253791731,0,0,Crisis
2015-01-31,0.8166077687552369,0.08370742761105503,0.09940698482101851,0.00027781881268958646,0,0,Crisis
2015-02-28,0.1428796432794994,0.010463428451381882,0.846518018862774,0.00013890940634479328,2,2,Steady State
2015-03-31,0.07100241726278597,0.00523171422569094,0.9236964138083508,6.945470317239663e-05,2,2,Steady State
2015-04-30,0.03521727805510409,0.0026158571128454687,0.9594197719053325,0.002747092926717903,2,2,Steady State
2015-05-31,0.01823602324328775,0.8006805443406869,0.18072702304334062,0.00035640937268456227,1,1,Inflation
2015-06-30,0.808882742540743,0.10057554125124445,0.09036351152167035,0.00017820468634228122,0,0,Crisis
2015-07-31,0.10444137127037163,0.050287770625622286,0.8444304861357671,0.0008403719682389795,2,2,Steady State
2015-08-31,0.052220685635185796,0.02514388531281113,0.922385837099692,0.00024959195231108564,2,2,Steady State
2015-09-30,0.2520508372237729,0.01257194265640555,0.7311914227075486,0.004185797412273087,2,2,Steady State
2015-10-31,0.04129773321828733,0.00628597132820278,0.950686217576637,0.0017300778768730108,2,2,Steady State
2015-11-30,0.021814130312721714,0.003142985664101389,0.9622488073706416,0.012794076652535267,2,2,Steady State
2015-12-31,0.010470093858789067,0.001571492832050695,0.18620009709191357,0.8017583162172467,3,3,Walking on Ice
2016-01-31,0.6294145186792203,0.0007857464160253467,0.2681176560777861,0.1016820788269682,0,0,Crisis
2016-02-29,0.08063995706885581,0.00039287320801267367,0.12854016926656892,0.7904270004565627,3,3,Walking on Ice
2016-03-31,0.0403199785344279,0.0001964366040063368,0.04172773061374251,0.9177558542478232,3,3,Walking on Ice
2016-04-30,0.020159989267213952,9.821830200316843e-05,0.023539639289330762,0.9562021531414522,3,3,Walking on Ice
2016-05-31,0.010079994633606976,4.9109151001584216e-05,0.010766404402004597,0.9791044918133869,3,3,Walking on Ice
2016-06-30,0.005039997316803487,2.45545755007921e-05,0.005383202200716724,0.989552245906979,3,3,Walking on Ice
2016-07-31,0.0025199986584017423,1.2277287750396045e-05,0.7975919827803617,0.19987574127348612,2,2,Steady State
2016-08-31,0.0012599993295230715,6.138643875198027e-06,0.8994930566304853,0.09924080539611649,2,2,Steady State
2016-09-30,0.0006299996646546717,3.0693219567254227e-06,0.9501650947594067,0.04920183625398186,2,2,Steady State
2016-10-31,0.017066946123305893,1.5346609711903066e-06,0.9583445390575838,0.024586980158139097,2,2,Steady State
2016-11-30,0.0030086951767406035,7.673304855951542e-07,0.9846970474137042,0.012293490079069564,2,2,Steady State
2016-12-31,0.0012204705906028184,4.1525045864568086e-07,0.19263247444717957,0.8061466397117589,3,3,Walking on Ice
2017-01-31,0.0006102076418414153,1.9578077337980144e-07,0.09631623722358978,0.9030733593537954,3,3,Walking on Ice
2017-02-28,0.0004419513008315424,9.789038668990066e-08,0.8480212711318842,0.1515366796768976,2,2,Steady State
2017-03-31,0.00017499577364721958,4.894519334495035e-08,0.12406195337090867,0.8757630019102508,3,3,Walking on Ice
2017-04-30,8.549616374935552e-05,2.4472596672475174e-08,0.8600414529167051,0.13987302644694882,2,2,Steady State
2017-05-31,4.2748081874677764e-05,1.223629833623759e-08,0.9307667978716335,0.0691904418101935,2,2,Steady State
2017-06-30,2.1374040937338882e-05,6.118149168118795e-09,0.9652533678063888,0.0347252520345247,2,2,Steady State
2017-07-31,1.0687020468669441e-05,3.0590745840593975e-09,0.9825504628249941,0.017438847095462593,2,2,Steady State
2017-08-31,5.343510234334721e-06,1.5295372920296992e-09,0.9912979810799405,0.008696673880287869,2,2,Steady State
2017-09-30,2.6721403726837556e-06,7.647686460148495e-10,0.9953451117830451,0.004652215311813643,2,2,Steady State
2017-10-31,0.8000013359257155,3.823843230074247e-10,0.19778990214068382,0.002208761551216349,0,0,Crisis
2017-11-30,0.10000473969817099,1.9119216150371227e-10,0.8988908793350285,0.0011043807756081741,2,2,Steady State
2017-12-31,0.05000084294834304,9.559608075185617e-11,0.9494469665682568,0.0005521903878040873,2,2,Steady State
2018-01-31,0.02500042147417152,4.7798040375928087e-11,0.9747234832841284,0.00027609519390204364,2,2,Steady State
2018-02-28,0.012500222313296023,2.389902018796405e-11,0.9873617300658539,0.00013804759695102185,2,2,Steady State
2018-03-31,0.006250106815569163,1.1949510093982022e-11,0.9936797840953862,7.010907709514799e-05,2,2,Steady State
2018-04-30,0.0031268438414157906,5.974755046991012e-12,0.9908087060916376,0.006064450060971818,2,2,Steady State
2018-05-31,0.0018512991926962318,2.9873775234955054e-12,0.9973776517120455,0.0007710490922709309,2,2,Steady State
2018-06-30,0.0008174438396231007,1.4936887617477523e-12,0.9987968884553271,0.000385667703556107,2,2,Steady State
2018-07-31,0.8004087219198116,7.468443808738765e-13,0.19939849791169634,0.00019278016774531295,0,0,Crisis
2018-08-31,0.10020436095990577,3.734221904369382e-13,0.8996992489558482,9.639008387265646e-05,2,2,Steady State
2018-09-30,0.05082731848248715,1.8671109521846896e-13,0.9491244864753898,4.81950419363282e-05,2,2,Steady State
2018-10-31,0.02514173249029323,9.335554760923454e-14,0.9748341699886454,2.4097520968164116e-05,2,2,Steady State
2018-11-30,0.012570866245146615,4.667777380461727e-14,0.9874170849943227,1.2048760484082058e-05,2,2,Steady State
2018-12-31,0.006285433122573306,2.333888690230863e-14,0.9937085424971611,6.024380242284226e-06,2,2,Steady State
2019-01-31,0.0031427165612866537,1.1669443451154318e-14,0.9963047768252449,0.0005525066134569363,2,2,Steady State
2019-02-28,0.0015713582806433262,5.834721725577157e-15,0.9983218586595924,0.00010678305975835022,2,2,Steady State
2019-03-31,0.0007856791403216636,2.9173608627885803e-15,0.9991746190101052,3.9701849570303476e-05,2,2,Steady State
2019-04-30,0.00039283957016083177,1.45868043139429e-15,0.9994929125500327,0.00011424787980492673,2,2,Steady State
2019-05-31,0.00019641978508041586,7.293402156971449e-16,0.999781859581168,2.1720633750904554e-05,2,2,Steady State
2019-06-30,9.820989254020793e-05,3.6467010784857244e-16,0.999890929790584,1.0860316875421086e-05,2,2,Steady State
2019-07-31,0.8000491049462701,1.8233505392428622e-16,0.199945464895292,5.430158437710543e-06,0,0,Crisis
2019-08-31,0.10002455247313505,9.116752696214311e-17,0.899972732447646,2.7150792188552715e-06,2,2,Steady State
2019-09-30,0.0500122762365675,4.5583763481071536e-17,0.9499779651671667,9.75859626576173e-06,2,2,Steady State
2019-10-31,0.02500613811831617,2.2791881740535784e-17,0.974992132979797,1.7289018867563612e-06,2,2,Steady State
2019-11-30,0.012503069059145932,1.139594087026789e-17,0.9874960664899101,8.644509440253157e-07,2,2,Steady State
2019-12-31,0.006251534529572966,5.697970435133945e-18,0.9937480332449553,4.3222547176987246e-07,2,2,Steady State
2020-01-31,0.003125767264786485,2.8489852175669745e-18,0.9968740156406916,2.1709452194942757e-07,2,2,Steady State
2020-02-29,0.0015628836323932395,1.4244926087834845e-18,0.9980996723341267,0.00033744403348013577,2,2,Steady State
2020-03-31,0.0007814418161966204,7.1224630439174285e-19,0.19917633711245922,0.800042221071344,3,3,Walking on Ice
2020-04-30,0.0003907209080983102,3.5612315219587142e-19,0.8995881685562295,0.10002111053567209,2,2,Steady State
2020-05-31,0.00019536045404915532,1.780615760979359e-19,0.9497940836641384,0.05001055588181256,2,2,Steady State
2020-06-30,9.76802270245776e-05,8.90307880489679e-20,0.9748970420621912,0.025005277710784205,2,2,Steady State
2020-07-31,4.8840113512288795e-05,4.4515394024483946e-20,0.9874485210311403,0.012502638855347433,2,2,Steady State
2020-08-31,2.4420056756144394e-05,2.225769701224197e-20,0.9937242605155701,0.006251319427673716,2,2,Steady State
2020-09-30,1.2210028378072197e-05,1.1128848506120985e-20,0.9968151382611128,0.003172651710509254,2,2,Steady State
2020-10-31,0.00047134432901562763,5.56442425306049e-21,0.9353842593344824,0.06414439633650186,2,2,Steady State
2020-11-30,6.120742144784206e-05,2.782212126530248e-21,0.9911849840061325,0.008753808572419619,2,2,Steady State
2020-12-31,3.060371072392102e-05,1.3911060632651235e-21,0.9956477717200266,0.004321624569249403,2,2,Steady State
2021-01-31,1.5301855361960506e-05,6.955530316325616e-22,0.9923603592190736,0.007624338925564477,2,2,Steady State
2021-02-28,7.650927680980258e-06,3.47776515816281e-22,0.9982284276623385,0.0017639214099805505,2,2,Steady State
2021-03-31,3.825463840490129e-06,1.738882579081405e-22,0.9885302526550808,0.011465921881078811,2,2,Steady State
2021-04-30,1.9127319202450637e-06,8.694412895407021e-23,0.9982341931606968,0.0017638941073829027,2,2,Steady State
2021-05-31,9.563659601225318e-07,4.347206447703511e-23,0.9991111502670879,0.0008878933669520633,2,2,Steady State
2021-06-30,4.781829800612658e-07,2.173603223851755e-23,0.9995578050010165,0.00044171681600330283,2,2,Steady State
2021-07-31,2.390914900306328e-07,1.086801611925877e-23,0.9997789009646114,0.00022085994389848206,2,2,Steady State
2021-08-31,1.1954574501531648e-07,5.434008059629388e-24,0.9997833481778686,0.00021653227638639917,2,2,Steady State
2021-09-30,5.977287250765819e-08,2.7170040298146918e-24,0.9974143737554209,0.0025855664717066218,2,2,Steady State
2021-10-31,2.988643625382911e-08,1.3585020149073468e-24,0.9996510952203341,0.00034887489322974304,2,2,Steady State
2021-11-30,1.4943218126914557e-08,6.792510074536734e-25,0.9998255476101671,0.00017443744661487152,2,2,Steady State
2021-12-31,9.284461530136462e-06,3.3962550372683693e-25,0.9999034966786722,8.721885979767566e-05,2,2,Steady State
2022-01-31,1.1633595446658538e-06,1.6981275186341837e-25,0.9999552272617404,4.360937871499787e-05,2,2,Steady State
2022-02-28,4.5534343313330125e-05,8.490637593170915e-26,0.9999326609673291,2.1804689357498927e-05,2,2,Steady State
2022-03-31,0.051700850518995645,4.245318796585457e-26,0.9482882471363255,1.0902344678749462e-05,2,2,Steady State
2022-04-30,0.006581477191033682,2.1226593982927265e-26,0.19352972629172518,0.799888796517241,3,3,Walking on Ice
2022-05-31,0.00341269147757428,1.0613296991463644e-26,0.8965991647681432,0.0999881437542825,2,2,Steady State
2022-06-30,0.5809855356794029,5.3066484957318105e-27,0.1483617192757161,0.27065274504488107,0,0,Crisis
2022-07-31,0.8732397657765896,2.6533242478659153e-27,0.07418086413887218,0.052579370084538266,0,0,Crisis
2022-08-31,0.36260297767994215,1.3266621239329573e-27,0.037090430381555885,0.600306591938502,3,3,Walking on Ice
2022-09-30,0.09655782892605848,6.633310619664788e-28,0.06259206948114214,0.8408501015927994,3,3,Walking on Ice
2022-10-31,0.04827891446302927,3.316655309832396e-28,0.014778512160018796,0.936942573376952,3,3,Walking on Ice
2022-11-30,0.024139457231514613,1.6583276549161964e-28,0.007392695783579038,0.9684678469849064,3,3,Walking on Ice
2022-12-31,0.5195732639095456,8.291638274580974e-29,0.2961915159903345,0.18423522010011983,0,0,Crisis
2023-01-31,0.8596554975759921,4.1458191372904893e-29,0.04822689237394791,0.09211761005005997,0,0,Crisis
2023-02-28,0.13350923952934984,2.072909568645244e-29,0.8197820618484069,0.046708698622243305,2,2,Steady State
2023-03-31,0.06675461976467494,1.0364547843226225e-29,0.5527916855798501,0.3804536946554749,2,2,Steady State
2023-04-30,0.036871293408673414,5.182273921613107e-30,0.8175897615331126,0.14553894505821396,2,2,Steady State
2023-05-31,0.817116054097431,2.591136960806552e-30,0.14360787620498117,0.039276069697587776,0,0,Crisis
2023-06-30,0.10856433173762949,1.2955684804032772e-30,0.8717976337844984,0.019638034477872126,2,2,Steady State
2023-07-31,0.05431205052211149,6.477842402016386e-31,0.9358689322389524,0.009819017238936063,2,2,Steady State
2023-08-31,0.02715265594268408,3.238921201008193e-31,0.9679378354378478,0.0049095086194680315,2,2,Steady State
2023-09-30,0.016732875352795974,1.6194606005040965e-31,0.98081237033747,0.0024547543097340157,2,2,Steady State
2023-10-31,0.007199289848215213,2.387839760737365e-06,0.9887993837953304,0.003998938516693596,2,2,Steady State
2023-11-30,0.5194257008756212,2.9847997009217064e-07,0.4796138668967468,0.0009601337476618273,0,0,Crisis
2023-12-31,0.10093610757625962,1.4923998504608548e-07,0.8985836763099243,0.00048006687383091417,2,2,Steady State
2024-01-31,0.03747676704881474,7.461999252304267e-08,0.9622831248940733,0.00024003343711947298,2,2,Steady State
2024-02-29,0.018735980527632437,3.7309996261521356e-08,0.9811329077036605,0.00013107445871089334,2,2,Steady State
2024-03-31,0.009380721459197217,1.8654998130760675e-08,0.9904525032925865,0.00016675659321821872,2,2,Steady State
2024-04-30,0.004718781644758131,9.327499065380329e-09,0.9952373429873016,4.386604044105472e-05,2,2,Steady State
2024-05-31,0.0023469426548437915,4.663749532690168e-09,0.9954443444184187,0.002208708262987984,2,2,Steady State
2024-06-30,0.001173471327421895,2.3318747663450823e-09,0.995964081322388,0.0028624450183153747,2,2,Steady State
2024-07-31,0.000586735663710948,1.1659373831725424e-09,0.9986865363752238,0.0007267267951278686,2,2,Steady State
2024-08-31,0.0002933678318554739,5.829686915862709e-10,0.9994267280692516,0.00027990351592420415,2,2,Steady State
2024-09-30,0.00014668391592773694,2.9148434579313544e-10,0.2513113065213423,0.7485420092712456,3,3,Walking on Ice
2024-10-31,7.334195796386846e-05,1.457421728965677e-10,0.9062650733706678,0.09366158452562622,2,2,Steady State
2024-11-30,3.667097898193424e-05,7.287108644828387e-11,0.951631034306326,0.04833229464182101,2,2,Steady State
2024-12-31,0.005238817889416111,3.6435543224141904e-11,0.9711642079261316,0.02359697414801665,2,2,Steady State
2025-01-31,0.0006617280476876602,1.8217771612070968e-11,0.9445467951452322,0.054791476788862314,2,2,Steady State
2025-02-28,0.00033086402273700536,9.108885806035489e-12,0.985584528374198,0.014084607593956187,2,2,Steady State
2025-03-31,0.0001654320113685026,4.554442903017742e-12,0.9937794649005623,0.006055103083514716,2,2,Steady State
2025-04-30,8.289958317133814e-05,2.2772214515088702e-12,0.9969146792784229,0.0030024211361283897,2,2,Steady State
2025-05-31,4.715065299711592e-05,1.1386107257544351e-12,0.9984516387778,0.0015012105680641949,2,2,Steady State
2025-06-30,2.1411687885143793e-05,5.693053628772174e-13,0.9983759213045342,0.0016026670070113352,2,2,Steady State
2025-07-31,1.07058439425719e-05,2.846526814386088e-13,0.9992990404286171,0.0006902537271555987,2,2,Steady State
2025-08-31,5.35292197128595e-06,1.423263407193044e-13,0.9993207634764976,0.0006738836013888421,2,2,Steady State
2025-09-30,2.676460985642974e-06,7.116317035965217e-14,0.9984153350496981,0.0015819884892450907,2,2,Steady State
2025-10-31,1.3382304928214869e-06,3.558158517982608e-14,0.9934766180760466,0.0065220436934250794,2,2,Steady State
2025-11-30,7.848349744214678e-07,1.7790792589913042e-14,0.9990838803307632,0.0009153348342445107,2,2,Steady State
2025-12-31,2.5088753278565854e-05,8.895396294956524e-15,0.9994730875561542,0.0005018236905582966,2,2,Steady State
2026-01-31,3.2669776307732485e-06,4.447733348201899e-15,0.9946642489524153,0.005332484069949381,2,2,Steady State
2026-02-28,0.0004682536851220062,2.2238534738295846e-15,0.9987773033428236,0.0007544429720520993,2,2,Steady State
2026-03-31,8.512709755148013e-05,1.111926736914794e-15,0.9995376514164214,0.0003772214860260499,2,2,Steady State
2026-04-30,3.281998804869283e-05,5.559633684573968e-16,0.8382834568469943,0.16168372316495633,2,2,Steady State
2026-05-31,1.6409994024346408e-05,2.7798168422869833e-16,0.979702390114691,0.020281199891284445,2,2,Steady State
