regime_id,regime_name,w_SPXT,w_LUATTRUU,w_LF98TRUU,w_BCOMTR,w_MXEF,w_BCIT1T
0,Crisis,5.843312482543286e-17,0.1101437750329624,3.5245744666149167e-17,0.725608904685546,0.0,0.1642473202814915
1,Inflation,0.0,0.999999999999998,0.0,0.0,0.0,2.0539125955565357e-15
2,Steady State,0.6703676735668012,0.09481069080865318,0.09678433977286015,0.018108457858579535,0.11992883799310605,0.0
3,Walking on Ice,0.4065312933797733,0.27092340442751134,0.12533323644981884,0.003412397354543189,0.1937996683883534,0.0
4,Bull Market,0.2304273091722059,0.2752116982911863,0.12729105785716158,0.16767433565472994,0.19329680888671058,0.006098790138005757
