regime_id,regime_name,w_SPXT,w_LUATTRUU,w_BCOMTR
0,Crisis,5.976698344995294e-17,0.3392171171938993,0.6607828828061006
1,Inflation,2.238946693927639e-16,0.8607184899457431,0.13928151005425682
2,Steady State,0.8480954243164565,0.12771523984240482,0.02418933584113878
3,Walking on Ice,0.6571626376788506,0.32685717055076774,0.01598019177038164
4,Bull Market,0.05852567208097878,0.6049672706995194,0.3365070572195018
