regime_id,regime_name,w_SPXT,w_LUATTRUU,w_LF98TRUU,w_BCOMTR,w_MXEF,w_BCIT1T
0,Crisis,5.740113760988287e-17,0.7395777302846969,1.0502567251416e-15,0.17154270472788774,0.0,0.08887956498741421
1,Inflation,1.9113276834134026e-15,0.8136130370009859,2.389838905822817e-16,0.17196714115109027,0.014419821847921675,0.0
2,Steady State,0.0568917105282088,0.42907314488841786,0.22898203348173934,0.18103246463998007,0.09407809924328395,0.009942547218370028
3,Walking on Ice,0.26319843787208064,0.49661961530282983,1.678765764425662e-12,0.025014062988041846,0.21516788383536894,0.0
