regime_id,regime_name,w_SPXT,w_LUATTRUU,w_BCOMTR
0,Crisis,0.0,0.8173871532014858,0.1826128467985143
1,Inflation,0.3160872492372797,0.055757722411099137,0.6281550283516212
2,Steady State,0.25222816479432114,0.7477718352056788,8.14926111086908e-18
3,Walking on Ice,0.2710075316016689,0.698593790653564,0.030398677744767174
