,Prob_Regime0,Prob_Regime1,Prob_Regime2,Prob_Regime3,Prob_Regime4,Regime_Candidate,Regime,Regime_Name
2008-01-31,0.5530387928353101,0.05729143240859102,0.11985267112100749,0.05507923607233484,0.21473786756275665,0,0,Crisis
2008-02-29,0.21422983456771083,0.4026814013481285,0.09588218656655499,0.044097046209517154,0.2431095313080885,1,1,Inflation
2008-03-31,0.6150155298913828,0.11911082348456774,0.0767057209928696,0.035258487291445366,0.1539094383397347,0,0,Crisis
2008-04-30,0.22801245511163692,0.09528862770591946,0.06136457679429567,0.492206789721456,0.12312755066669209,3,3,Walking on Ice
2008-05-31,0.18240996412351151,0.07623090216673113,0.5062851132701394,0.12981118596199878,0.10526283447761926,2,3,Walking on Ice
2008-06-30,0.6099279701181504,0.060984722893448536,0.1449007818136082,0.10382291621615902,0.08036360895863397,0,0,Crisis
2008-07-31,0.6868698783934668,0.049860117953916594,0.11592062545112808,0.08305848754627579,0.06429089065521289,0,0,Crisis
2008-08-31,0.37499556511871823,0.3117036079080333,0.09273771905284198,0.06644670211477775,0.15411640580562885,0,0,Crisis
2008-09-30,0.7134214214394393,0.09436209217914236,0.07418948184850567,0.053157361677790185,0.06486964285512242,0,0,Crisis
2008-10-31,0.7707371371515515,0.0754896737433139,0.05935158547880454,0.04252588934223216,0.051895714284097956,0,0,Crisis
2008-11-30,0.8145429701139543,0.06243847860193776,0.04748126838304365,0.034020711473785936,0.04151657142727839,0,0,Crisis
2008-12-31,0.38879942969751763,0.04878625947569518,0.03798501470643498,0.49121603897852956,0.03321325714182275,3,3,Walking on Ice
2009-01-31,0.7750392425581542,0.03902900711461516,0.030388011765147924,0.12897313284862463,0.026570605713458158,0,0,Crisis
2009-02-28,0.8200313940577033,0.031223205680511925,0.024310409412118344,0.10317850627889971,0.021256484570766534,0,0,Crisis
2009-03-31,0.3920251152461627,0.0249785645444095,0.019448327532213965,0.5465428050206007,0.017005187656613224,3,3,Walking on Ice
2009-04-30,0.3136200921969302,0.019982851635527602,0.015558662024337786,0.6372342440179138,0.01360415012529058,3,3,Walking on Ice
2009-05-31,0.2508960737575442,0.01598628130842208,0.01244692961947023,0.709787395214331,0.010883320100232465,3,3,Walking on Ice
2009-06-30,0.20071690008909282,0.2118403314663205,0.00995756893887429,0.5687785341188465,0.008706665386865825,3,3,Walking on Ice
2009-07-31,0.16057349669643123,0.05621893565846619,0.00796604078853327,0.7682761998422565,0.006965327014312744,3,3,Walking on Ice
2009-08-31,0.12845879735714497,0.04497514852677321,0.470340480928689,0.3506489980224566,0.005576575164936202,2,3,Walking on Ice
2009-09-30,0.10276703788571592,0.03598011882141843,0.4591207908237365,0.397673105871176,0.004458946597953137,2,2,Steady State
2009-10-31,0.08221363703337627,0.24758784475643997,0.16996232358250302,0.2514729082293962,0.2487632863982846,3,2,Steady State
2009-11-30,0.06577090580051974,0.07357848718313349,0.5999203013661607,0.20122786447524885,0.05950244117493722,2,2,Steady State
2009-12-31,0.05261672464042326,0.05886298149688114,0.21834779384811884,0.6224741562876025,0.047698343726974124,3,2,Steady State
2010-01-31,0.04209635518952258,0.5110873002669765,0.17332218742187053,0.2353903248344997,0.03810383228713062,1,2,Steady State
2010-02-28,0.03367539120770066,0.1448715396328956,0.41036650937593183,0.18831343127144623,0.22277312851202566,2,2,Steady State
2010-03-31,0.02694031296616049,0.11589722813663281,0.2947229598686713,0.4936274113078388,0.06881208772069644,3,2,Steady State
2010-04-30,0.02155225037298453,0.0927240596085375,0.271726282023324,0.1998177598600649,0.41417964813508906,4,2,Steady State
2010-05-31,0.4812418002520637,0.07417567628011099,0.15775023125325646,0.1598211473725589,0.12701114484201007,0,0,Crisis
2010-06-30,0.12099356945722035,0.5232447824261395,0.12620018500260777,0.12785691792919407,0.10170454518483829,1,1,Inflation
2010-07-31,0.09679478203880008,0.15465030926613837,0.1669302685958449,0.5003154137318719,0.08130922636734464,3,1,Inflation
2010-08-31,0.07743588497269922,0.5877200296652365,0.09600949109057096,0.17378705477223066,0.06504753949926254,1,1,Inflation
2010-09-30,0.06194867421480159,0.20617614762310732,0.07680766275615221,0.6030295739337321,0.05203794147220668,3,1,Inflation
2010-10-31,0.049558939371841276,0.16494091809848666,0.5247741686997702,0.21843935579488552,0.04228661803501622,2,1,Inflation
2010-11-30,0.039647151807839676,0.3402069977595547,0.15620163531738435,0.17474257685332237,0.28920163826189893,1,1,Inflation
2010-12-31,0.031717721269683814,0.15367610358238043,0.144780028029418,0.5839753414220793,0.08585080569643831,3,1,Inflation
2011-01-31,0.02537417701762343,0.12296180661104318,0.10454785426241789,0.21445722367430728,0.5326589384346082,4,1,Inflation
2011-02-28,0.020299341613031156,0.09835754039940575,0.5294340116530741,0.17157199175958585,0.18033711457490317,2,1,Inflation
2011-03-31,0.016239473290482483,0.0787413582205386,0.1699048275688409,0.13725420110106987,0.5978601398190682,4,1,Inflation
2011-04-30,0.012991578632353245,0.0629616080465285,0.599918027147953,0.10980587673541778,0.2143229094377476,2,1,Inflation
2011-05-31,0.01039326667709783,0.507297920009312,0.21593773660959537,0.08784315862202835,0.17852791808196652,1,1,Inflation
2011-06-30,0.008314611832492097,0.6051593039185887,0.17275018928767638,0.07027451809617237,0.14350137686507047,1,1,Inflation
2011-07-31,0.006651699185708808,0.6836315346485704,0.13820015143018893,0.05621961404275406,0.11529700069277769,1,1,Inflation
2011-08-31,0.4693122913653269,0.2847187126188304,0.11056012114412388,0.04497569123569477,0.09043318363602401,0,0,Crisis
2011-09-30,0.5754549891983123,0.22776981398998156,0.08844809691529913,0.03598055298758794,0.07234654690881925,0,0,Crisis
2011-10-31,0.1963639913586526,0.18221585119198247,0.07075847753223931,0.49278444239007035,0.05787723752705541,3,3,Walking on Ice
2011-11-30,0.15709146693466625,0.6097723839836272,0.05660678202579143,0.13022757703382443,0.046301790022090575,1,3,Walking on Ice
2011-12-31,0.12567301773833192,0.22387906068753663,0.04528543341450683,0.10418218235652522,0.5009803058030994,4,3,Walking on Ice
2012-01-31,0.10053841419036842,0.17906855045254721,0.03854155818049341,0.5450324173696549,0.136819059806936,3,3,Walking on Ice
2012-02-29,0.0804307313522947,0.14325484036203776,0.49222281174766247,0.17463479211935065,0.1094568244186545,2,3,Walking on Ice
2012-03-31,0.0643445850843697,0.11460616067593332,0.13051465846799087,0.13898240333776782,0.5515521924339384,4,3,Walking on Ice
2012-04-30,0.05147566808878945,0.09495653452817068,0.10441172677575596,0.11118019325102693,0.6379758773562569,4,4,Bull Market
2012-05-31,0.5051805298564745,0.07410306043087223,0.08352938141915386,0.08894415459940984,0.24824287369408946,0,0,Crisis
2012-06-30,0.14014442650334358,0.05928244572653381,0.5307674502884564,0.07121122917453172,0.19859444830713457,2,2,Steady State
2012-07-31,0.11211554120447773,0.04743963019562165,0.1670345665846089,0.056976442442355016,0.6164338195729366,4,2,Steady State
2012-08-31,0.08969243296255654,0.03794395057909703,0.1299927630493407,0.045558970343989404,0.6968118830650164,4,4,Bull Market
2012-09-30,0.07175394637004519,0.03035514553629757,0.5046970150365532,0.03647220378199339,0.35672168927511066,2,4,Bull Market
2012-10-31,0.05740315946967344,0.48817251745500556,0.17577151179001357,0.029163480746833347,0.24948933053847402,1,4,Bull Market
2012-11-30,0.04592252622526823,0.12672426354486907,0.1406172097717686,0.02333080226827877,0.6634051981898154,4,4,Bull Market
2012-12-31,0.036738020980191834,0.10130976550897214,0.11249463645990063,0.018664781127388744,0.7307927959235467,4,4,Bull Market
2013-01-31,0.02939041678415112,0.08104770018090689,0.5539780267974186,0.014948909283319822,0.32063494695420364,2,4,Bull Market
2013-02-28,0.02351233342738427,0.06484572198159676,0.17919234078576113,0.011949380514232465,0.7205002232910253,4,4,Bull Market
2013-03-31,0.018809866741871368,0.051872275160853965,0.6055580647732286,0.009563201197525793,0.3141965921265203,2,4,Bull Market
2013-04-30,0.015047893393497104,0.04149782013494332,0.5939687999440285,0.007651631006434168,0.341833855521097,2,2,Steady State
2013-05-31,0.012059507743707005,0.2990767275719168,0.26323502025517126,0.0061496731725120095,0.41947907125669287,4,2,Steady State
2013-06-30,0.009636279806672863,0.5519849648714925,0.21058801620413725,0.004902568655494543,0.22288817046220288,1,2,Steady State
2013-07-31,0.007708607525102918,0.1775883901719003,0.201851355156001,0.3561499071688834,0.2567017399781124,3,2,Steady State
2013-08-31,0.006167082102890006,0.6060704131158241,0.14248847908413168,0.08451442347884505,0.1607596022183091,1,2,Steady State
2013-09-30,0.00493355411795417,0.22085650062471518,0.576225686840174,0.0693516464577729,0.1286326119593838,2,2,Steady State
2013-10-31,0.003946843294363337,0.17668520049977218,0.661981037409593,0.054494932535466827,0.10289198626080474,2,2,Steady State
2013-11-30,0.003157474635494129,0.14134832118728996,0.2662357884714434,0.04359398939986724,0.5456644263059053,4,2,Steady State
2013-12-31,0.0025259797083983563,0.11307870646341484,0.21265654637853854,0.03487526558474747,0.6368635018649008,4,4,Bull Market
2014-01-31,0.0020222258080705327,0.5544614428987577,0.1701041504920197,0.027900126544694377,0.24551205425645775,1,4,Bull Market
2014-02-28,0.0016169601746511629,0.17956997479575842,0.6000804269959253,0.022322532761657403,0.19641010527200772,2,4,Bull Market
2014-03-31,0.001293568139928499,0.14365642748619048,0.21606655615706533,0.017858436093899022,0.6211250121229167,4,4,Bull Market
2014-04-30,0.0010348545118277533,0.1149256361395807,0.1728556595324653,0.014285733414244002,0.6968981164018823,4,4,Bull Market
2014-05-31,0.0008278836094605237,0.09194008544921659,0.1523096978541989,0.01142887322953651,0.7434934598575874,4,4,Bull Market
2014-06-30,0.0006623068875683989,0.07355206817839989,0.11512427648936781,0.009142993871902335,0.8015183545727614,4,4,Bull Market
2014-07-31,0.0005298487303813122,0.5228222965067959,0.09138409340493789,0.00731436129867579,0.37794940005920913,1,4,Bull Market
2014-08-31,0.00042387715205027175,0.15426885084986003,0.5258669131357436,0.005854628104097769,0.3135857307582483,2,4,Bull Market
2014-09-30,0.00036357630337452673,0.5873906060717159,0.1630889086536089,0.004681916377232899,0.24447499259406766,1,4,Bull Market
2014-10-31,0.00027693584964436877,0.2059264308711642,0.13348339049537555,0.003745770660549382,0.6565674721232666,4,4,Bull Market
2014-11-30,0.00022154868045636664,0.16474285164630545,0.1051100171939201,0.002999012194861885,0.7269265702844562,4,4,Bull Market
2014-12-31,0.0001772873219580695,0.5957455815583246,0.08406686024351784,0.0023977705196924818,0.31761250035650695,1,4,Bull Market
2015-01-31,0.00021181297108494273,0.6764777783911834,0.06725348819481426,0.00191830286138933,0.25413861758152817,1,1,Inflation
2015-02-28,0.0001296167374707036,0.2772652000348755,0.5174052039439604,0.0019321789048506966,0.2032678003788427,2,1,Inflation
2015-03-31,0.00010369604339114713,0.6827765369190358,0.1501503762274512,0.001319532578014808,0.1656498582321071,1,1,Inflation
2015-04-30,8.295532501203704e-05,0.2839484147393311,0.12081056614849817,0.0010590308151835204,0.5940990329719752,4,1,Inflation
2015-05-31,6.636426139898967e-05,0.22783518914288753,0.09625571603743155,0.0008452914212172858,0.6749974391370647,4,4,Bull Market
2015-06-30,5.326147281322614e-05,0.64588309077676,0.07700457271834515,0.000676230524614848,0.2763828445074667,1,4,Bull Market
2015-07-31,4.283720236717433e-05,0.25813658367996295,0.061604410827238734,0.003178725185730679,0.6770374431047003,4,4,Bull Market
2015-08-31,0.46402895313262,0.20342490885438064,0.04928310042843646,0.0010421965953267658,0.2822208409892361,0,0,Crisis
2015-09-30,0.10722640658865165,0.6267366826416342,0.03942648034274914,0.0008337572912449436,0.2257766731357201,1,1,Inflation
2015-10-31,0.08578094078738868,0.2373895308012779,0.03154722274288778,0.4646609673557823,0.1806213383126634,3,1,Inflation
2015-11-30,0.0686247641798541,0.37173674024915176,0.025234342522912664,0.1077328967992875,0.4266712562487939,4,1,Inflation
2015-12-31,0.054899825441035055,0.6578073518701489,0.02018747401317352,0.08618592808417008,0.1809194205914723,1,1,Inflation
2016-01-31,0.06497588022418622,0.7052637126124746,0.01614997921053883,0.06894874152744314,0.14466168642535718,1,1,Inflation
2016-02-29,0.04000054825198766,0.3124091758259626,0.012919985288533,0.055158998316882736,0.579511292316634,4,1,Inflation
2016-03-31,0.03200043860119792,0.24980327784000456,0.01033606877448362,0.5081271141175497,0.19973310066676422,3,1,Inflation
2016-04-30,0.02560035090957703,0.20006345401547732,0.008271376751879896,0.1425786415933176,0.6234861767297482,4,1,Inflation
2016-05-31,0.020480280711394815,0.15993835771524434,0.00661566398122461,0.11401916128754387,0.6989465363045924,4,4,Bull Market
2016-06-30,0.016384224801555245,0.12795362762131382,0.005293911369117708,0.09211163272481969,0.7582566034831935,4,4,Bull Market
2016-07-31,0.013107379708988953,0.10235694238931499,0.46697969275300655,0.0734048441966767,0.3441511409520128,2,4,Bull Market
2016-08-31,0.010485903877772075,0.14486094416995463,0.11029760301861558,0.05859683608085022,0.6757587128528074,4,4,Bull Market
2016-09-30,0.00838872303931698,0.0800639057637126,0.08823810258466756,0.04687675164059776,0.7764325169717051,4,4,Bull Market
2016-10-31,0.00671106532150727,0.5280467259571859,0.07059047059020103,0.03750140325868357,0.35715033487242215,1,4,Bull Market
2016-11-30,0.005368802835219112,0.15852013843592289,0.05647427422298862,0.030021329674220207,0.7496154548316493,4,4,Bull Market
2016-12-31,0.00429504225937753,0.12676934803864254,0.05207301114278108,0.024005804622027675,0.7928567939371711,4,4,Bull Market
2017-01-31,0.0034360338075020464,0.10141548384210111,0.03797958551988639,0.019204782850709493,0.837964113979801,4,4,Bull Market
2017-02-28,0.0027488270460016063,0.08113238389961092,0.49083590378817654,0.0153712830544198,0.40991160221179107,2,4,Bull Market
2017-03-31,0.0021990616368154367,0.06491994500224188,0.13060829097504179,0.012292703563328306,0.7899799988225725,4,4,Bull Market
2017-04-30,0.0017592493094444786,0.051928092523477555,0.10448717546530996,0.009834168993381508,0.8319913137083864,4,4,Bull Market
2017-05-31,0.001407399447556599,0.041542408657852366,0.08362791599883784,0.007868007475364737,0.8655542684203884,4,4,Bull Market
2017-06-30,0.0011259195581456802,0.03352166973885246,0.0668804360568163,0.006294026987922081,0.8921779476582635,4,4,Bull Market
2017-07-31,0.0009007356464590608,0.026653618769780223,0.056431371089079294,0.005035535876412088,0.9109787386182693,4,4,Bull Market
2017-08-31,0.0007205885173009624,0.021435029598002298,0.04347972495045663,0.004028254466455623,0.9303364024677845,4,4,Bull Market
2017-09-30,0.0005764708137647453,0.017084227788907017,0.03525408925992467,0.0032230771532664065,0.9438621349841372,4,4,Bull Market
2017-10-31,0.0004611766510155079,0.013667397041721967,0.027976555870096398,0.0025788132167236235,0.9553160572204424,4,4,Bull Market
2017-11-30,0.00036894132081085115,0.010933911041951936,0.022508219249465083,0.0020629616360291225,0.9641259667517431,4,4,Bull Market
2017-12-31,0.0002951530566490339,0.008747374997407449,0.017921936217337345,0.0016502451945649738,0.9713852905340411,4,4,Bull Market
2018-01-31,0.00023612244531884036,0.006997758828903132,0.4779996470433714,0.0016575833466030954,0.5131088883358035,4,4,Bull Market
2018-02-28,0.0002413902549510033,0.46954571471844353,0.11859170118269749,0.0011340962989866694,0.41048709754492135,1,4,Bull Market
2018-03-31,0.00016324835752491016,0.5755924905896976,0.09487336094615802,0.0009072775846643374,0.3284636225219551,1,1,Inflation
2018-04-30,0.00013059728557386906,0.1965566641243769,0.07589869047841583,0.0007258243793019865,0.7266882237323316,4,1,Inflation
2018-05-31,0.00010447782976941366,0.15725708698520216,0.06071895493422815,0.0005807973833753907,0.7813386828674248,4,4,Bull Market
2018-06-30,8.358226660295144e-05,0.12725408991803036,0.04857520052913849,0.0004645586041857798,0.8236225686820424,4,4,Bull Market
2018-07-31,6.686581126672404e-05,0.1009678875351909,0.47670663593418516,0.0003857706639632456,0.421872840055394,2,4,Bull Market
2018-08-31,5.3493600701409524e-05,0.08077727023661939,0.13224574984371534,0.0003178173347049482,0.7866056689842589,4,4,Bull Market
2018-09-30,4.2794339102980956e-05,0.06462617272084162,0.10579663436132968,0.00024446449673737195,0.8292899340819883,4,4,Bull Market
2018-10-31,0.46403158221908225,0.05170015442684776,0.0846372878673883,0.000195561501647605,0.3994354139850341,0,0,Crisis
2018-11-30,0.10722677538457413,0.04135897674609402,0.06776017983394718,0.0008297939304254122,0.7828242741049593,4,4,Bull Market
2018-12-31,0.5497814121866739,0.03308698308924831,0.054179496715068026,0.0002807252122619967,0.36267138279674777,0,0,Crisis
2019-01-31,0.1758251343698011,0.02646958185093662,0.04334359876761479,0.46422457877422035,0.2901371062374271,3,3,Walking on Ice
2019-02-28,0.14066010749584093,0.02117566548110327,0.048538503819750944,0.10738123560630765,0.6822444875969973,4,3,Walking on Ice
2019-03-31,0.1125280859967156,0.01694159666039604,0.4944791686479686,0.08590409426982733,0.2901470544250923,2,3,Walking on Ice
2019-04-30,0.09002246879734814,0.013552671795621385,0.17423464013508463,0.06872614894539908,0.6534640703265467,4,3,Walking on Ice
2019-05-31,0.3047959751462548,0.24206413732377266,0.11527070302904777,0.0549792841933278,0.2828899003075971,0,3,Walking on Ice
2019-06-30,0.11139412488292769,0.06209396509443937,0.09221656242351112,0.05103194792139746,0.6832633996777244,4,3,Walking on Ice
2019-07-31,0.08911529990635138,0.0496755392494414,0.5377726859797044,0.036815193186633614,0.28662128167786927,2,3,Walking on Ice
2019-08-31,0.07129551659732666,0.5037055276895631,0.16624987962287077,0.029452162711669585,0.22929691337856983,1,3,Walking on Ice
2019-09-30,0.057034548964342124,0.13898419262893838,0.5967065010170274,0.023570790227989483,0.18370396716170267,2,3,Walking on Ice
2019-10-31,0.04562763917147237,0.1111873580944632,0.676260401089954,0.01885413375643544,0.14807046788767514,2,2,Steady State
2019-11-30,0.03650211133717778,0.088949875293316,0.7307618553722065,0.015082423842854516,0.12870373415444517,2,2,Steady State
2019-12-31,0.029201689069742236,0.071159899815389,0.47075363928013664,0.012103481131524048,0.4167812907032081,2,2,Steady State
2020-01-31,0.023362187943341228,0.5208222736122403,0.29474886805166667,0.009661220902295422,0.1514054494904564,1,2,Steady State
2020-02-29,0.48268927430830666,0.15271792792593994,0.2357857602607648,0.007728976721581302,0.12107806078340723,0,0,Crisis
2020-03-31,0.5861514194466472,0.12217434234075018,0.18862860820861183,0.006183181377265041,0.09686244862672576,0,0,Crisis
2020-04-30,0.20492113555731767,0.09773947387260015,0.15090288656688947,0.46894654510181205,0.0774899589013806,3,3,Walking on Ice
2020-05-31,0.16393690844585404,0.07819157909808024,0.5150241485451424,0.18085539470166978,0.061991969209253484,2,3,Walking on Ice
2020-06-30,0.13114952675669161,0.06255876293658479,0.18788321647947887,0.105120729677662,0.5132877641495828,4,3,Walking on Ice
2020-07-31,0.10491962140542851,0.05004388126633387,0.1508023699036739,0.5474288539896225,0.14680527343494137,3,3,Walking on Ice
2020-08-31,0.08393569712429734,0.04003510499435194,0.5824386949118241,0.1761468885575123,0.11744361441201434,2,3,Walking on Ice
2020-09-30,0.0671485753520392,0.4960280654061491,0.20300568158520474,0.13986278668083732,0.09395489097576969,1,3,Walking on Ice
2020-10-31,0.05371891591339472,0.5968223966141455,0.16240454526816378,0.11189022946666473,0.07516391273763137,1,1,Inflation
2020-11-30,0.042975095363629603,0.21345795500659706,0.12992363621453107,0.5535121835021232,0.06013112991311917,3,1,Inflation
2020-12-31,0.03438007629090368,0.17076636400527787,0.5679127471319402,0.17881572476088306,0.04812508781099536,2,1,Inflation
2021-01-31,0.027504061276988588,0.5886003969467688,0.19034508289020954,0.14304932837060974,0.05050113051542351,1,1,Inflation
2021-02-28,0.02200324888264048,0.21371548288450695,0.15242797883998133,0.11450309601057815,0.4973501933822932,4,1,Inflation
2021-03-31,0.017602599106096253,0.17097218345695073,0.5854679489277532,0.09171696298373508,0.13424030552546484,2,1,Inflation
2021-04-30,0.014082079284877003,0.1367777467655463,0.6685804150279633,0.07329059798768897,0.10726916093392441,2,2,Steady State
2021-05-31,0.01126566342790183,0.1094222572332416,0.2708828527816193,0.05863090704269929,0.5497983195145381,4,2,Steady State
2021-06-30,0.009012530742325702,0.0875401129970247,0.2167044126004247,0.04690475257555928,0.6398381910846656,4,4,Bull Market
2021-07-31,0.007210024593880158,0.07003156684971197,0.17348935187472758,0.03752388189482366,0.7117451747868565,4,4,Bull Market
2021-08-31,0.005768019675091567,0.056024793718269406,0.15281115456277994,0.030019203625838424,0.7553768284180207,4,4,Bull Market
2021-09-30,0.005226601751174178,0.508207648807816,0.11423076201643641,0.024015274390517326,0.3483197130340561,1,4,Bull Market
2021-10-31,0.0038329686704853707,0.14291443177782412,0.5547208212432745,0.019875908437267505,0.27865586987114854,2,4,Bull Market
2021-11-30,0.014794228195434862,0.5666036921331993,0.180154329687824,0.015523110666636208,0.2229246393169058,1,4,Bull Market
2021-12-31,0.005162638460683466,0.1959556978193005,0.6080593554285829,0.012482470375614072,0.17833983791581903,2,4,Bull Market
2022-01-31,0.45943630747884934,0.165458361522072,0.22248395976726829,0.009949572851884891,0.1426717983799254,0,0,Crisis
2022-02-28,0.10849684599397151,0.5914188882915293,0.1779871678138148,0.007959658276551566,0.11413743962413292,1,1,Inflation
2022-03-31,0.08679672250327883,0.20913586548877844,0.5586342336696709,0.05364256248020343,0.09179061585806833,2,1,Inflation
2022-04-30,0.5334373778862546,0.16730869248722066,0.2100786200251429,0.016016298544523067,0.07315901105685885,0,0,Crisis
2022-05-31,0.16274990240770706,0.14566260728963237,0.6199967404945528,0.01281303884191611,0.058777710966191714,2,2,Steady State
2022-06-30,0.5941999219070266,0.10980738650338884,0.23886261881535825,0.010250431069949741,0.0468796417042766,0,0,Crisis
2022-07-31,0.2113599375259789,0.08784590920235365,0.19109297197829908,0.47219746792994705,0.03750371336342132,3,3,Walking on Ice
2022-08-31,0.16912309033101575,0.5342415866847998,0.15287274071094262,0.11375961158249559,0.030002970690746356,1,3,Walking on Ice
2022-09-30,0.5992784786400239,0.16341326318135363,0.12229819256875413,0.09100768905727659,0.0240023765525918,0,0,Crisis
2022-10-31,0.21542278291201958,0.13073061054508223,0.0978631226982355,0.5367815826025892,0.019201901242073424,3,3,Walking on Ice
2022-11-30,0.17233822632961573,0.10458448843606581,0.07827652579790231,0.6294392384427575,0.015361520993658744,3,3,Walking on Ice
2022-12-31,0.13787128505321483,0.5476668867543015,0.06262121702532342,0.23955139437033993,0.012289216796820268,1,3,Walking on Ice
2023-01-31,0.11029662749680913,0.174133909952065,0.5029302084098628,0.2028078797092156,0.009831374432047449,2,3,Walking on Ice
2023-02-28,0.08823914023748383,0.603305288412696,0.14469767107173637,0.15589280012998064,0.007865100148103136,1,3,Walking on Ice
2023-03-31,0.07059026629577599,0.21864540883147773,0.11987801431400172,0.5770128820364506,0.01387342852229391,3,3,Walking on Ice
2023-04-30,0.05647221303606205,0.1749162562496722,0.5495630086101062,0.20426797678167993,0.01478054532247975,2,3,Walking on Ice
2023-05-31,0.045177888031038525,0.6039327272013162,0.18019947659308036,0.16341438661485427,0.00727552155971075,1,3,Walking on Ice
2023-06-30,0.0361422435132406,0.21914633852988014,0.5056973045752153,0.23244653392098316,0.006567579460680916,2,3,Walking on Ice
2023-07-31,0.028913794810592492,0.17531707096328852,0.30741427853446773,0.12819930066824778,0.3601555550234036,4,3,Walking on Ice
2023-08-31,0.023131039803639623,0.6042436277609063,0.1841651335814626,0.10249434139584446,0.08596585745814704,1,3,Walking on Ice
2023-09-30,0.01852475894815121,0.6833806789658308,0.14733210686516995,0.08199547295697004,0.06876698226387798,1,1,Inflation
2023-10-31,0.014808490775011193,0.746715849548335,0.11786568549213607,0.06559637837098928,0.05501359581352847,1,1,Inflation
2023-11-30,0.01184677968594165,0.33337269826778476,0.09429255674099025,0.5164770943454969,0.044010870959786286,3,1,Inflation
2023-12-31,0.00947742374875332,0.2666981586142278,0.0775370045680625,0.6089317079937545,0.03735570507520191,3,3,Walking on Ice
2024-01-31,0.00758193899900335,0.2133592340076346,0.060865545648993824,0.22556377889215629,0.4926295024522119,4,3,Walking on Ice
2024-02-29,0.006065551199202293,0.17068698488134404,0.5124579386126956,0.18064817769997535,0.1301413476067828,2,3,Walking on Ice
2024-03-31,0.004852440959361831,0.13654958790512084,0.5966000014333585,0.14440736580759886,0.11759060389456,2,2,Steady State
2024-04-30,0.0038855760525137867,0.57323604699144,0.2209549272052297,0.11552526514106978,0.08639818460974663,1,2,Steady State
2024-05-31,0.0031063993177730532,0.19459089914447628,0.6407491659210173,0.09242583496253073,0.06912770065420257,2,2,Steady State
2024-06-30,0.002485119454219064,0.15567411738155298,0.24864037204782677,0.0739401661333579,0.5192602249830433,4,2,Steady State
2024-07-31,0.001988095567913639,0.12453859964407833,0.19955436168722845,0.109917005551836,0.5640019375489436,4,4,Bull Market
2024-08-31,0.0015904764517508244,0.09963082273368831,0.16249502365464472,0.05989001417785584,0.6763936629820603,4,4,Bull Market
2024-09-30,0.001272381161401669,0.07970561114065662,0.12817837580095154,0.04744047578484613,0.7434031561121441,4,4,Bull Market
2024-10-31,0.0010181177465729203,0.5277637336604636,0.10253209392102672,0.03794850067399714,0.33073755399793964,1,4,Bull Market
2024-11-30,0.000814373111466167,0.15821110803983604,0.5460104850992443,0.030365827021758652,0.2645982067276949,2,4,Bull Market
2024-12-31,0.000670858241029078,0.5905495266603911,0.172817030686956,0.02428866380674036,0.21167392060488355,1,4,Bull Market
2025-01-31,0.0005256715615947665,0.20845063637070613,0.6007868849568305,0.019431981194773983,0.17080482591609458,2,4,Bull Market
2025-02-28,0.00042053727762135236,0.1697356439707889,0.21746403249794916,0.015546231677322117,0.5968335545763185,4,4,Bull Market
2025-03-31,0.0003636882863788034,0.5980685068599213,0.17397122650431046,0.012436277419815825,0.21516030092957367,1,4,Bull Market
2025-04-30,0.0002754415901339676,0.23467223171613547,0.5829749131705378,0.009949023279731519,0.1721283902434612,2,4,Bull Market
2025-05-31,0.0002203532172382743,0.1762435913862765,0.6774253042834605,0.008405402652160623,0.1377053484608643,2,2,Steady State
2025-06-30,0.0001762825737906195,0.14099487310904,0.7387655182748927,0.006485352533575305,0.11357797350870155,2,2,Steady State
2025-07-31,0.00014102606149755243,0.11349868800162968,0.7921528054469772,0.005179807757570865,0.08902767273232462,2,2,Steady State
2025-08-31,0.00011282084779550984,0.09039908741239386,0.5530065634425017,0.0041482559354611434,0.35233327236184786,2,2,Steady State
2025-09-30,9.025667823640788e-05,0.07231926992449621,0.8019731389343149,0.0033161792856830387,0.12230115517726947,2,2,Steady State
2025-10-31,7.22053426386469e-05,0.05802270646910986,0.37781308292765775,0.0026530073988044953,0.5614389978617893,4,2,Steady State
2025-11-30,5.7764274082775814e-05,0.04632302926087422,0.30225613015685443,0.002122354653021747,0.6492407216551669,4,4,Bull Market
2025-12-31,4.6211419266459416e-05,0.03706309265674458,0.24180169265047452,0.0016978846631524253,0.7193911186103621,4,4,Bull Market
2026-01-31,3.696913541304989e-05,0.02964780238998241,0.2097766901598372,0.0013589248916244124,0.7591796134231429,4,4,Bull Market
2026-02-28,2.9575308341861335e-05,0.02371996778400336,0.6077244178370937,0.0010869388612683977,0.36743910020929255,2,4,Bull Market
2026-03-31,0.46402323626321085,0.01897541624887733,0.2306017529329498,0.0008694642437111428,0.28553013031125096,0,0,Crisis
2026-04-30,0.10721883024253517,0.015180091767135365,0.18448140234635996,0.4646955561363832,0.2284241195075864,3,3,Walking on Ice
2026-05-31,0.08577506419402812,0.012144073940640699,0.5779170732527787,0.10777343351643542,0.21639035509611712,2,3,Walking on Ice
