iteration,seed,active_regimes,block_size,max_components,weight_threshold,alpha_prior,master_seed
1211,4196475244,6,120,10,0.05,0.1,42
1212,2116901353,3,120,10,0.05,0.1,42
1213,3092189484,6,120,10,0.05,0.1,42
1214,2746003935,5,120,10,0.05,0.1,42
1215,1490975155,7,120,10,0.05,0.1,42
1216,2896466320,5,120,10,0.05,0.1,42
1217,1340465158,5,120,10,0.05,0.1,42
1218,3529708304,5,120,10,0.05,0.1,42
1219,1616906029,6,120,10,0.05,0.1,42
1220,4192219204,6,120,10,0.05,0.1,42
1221,3212410650,7,120,10,0.05,0.1,42
1222,2298195912,5,120,10,0.05,0.1,42
1223,3607871078,7,120,10,0.05,0.1,42
1224,3785661616,7,120,10,0.05,0.1,42
1225,3049542439,8,120,10,0.05,0.1,42
1226,3030041257,3,120,10,0.05,0.1,42
1227,4280838373,6,120,10,0.05,0.1,42
1228,3785451045,5,120,10,0.05,0.1,42
1229,1627800165,6,120,10,0.05,0.1,42
1230,3959043465,4,120,10,0.05,0.1,42
1231,3613701769,5,120,10,0.05,0.1,42
1232,3396516486,4,120,10,0.05,0.1,42
1233,3426149845,7,120,10,0.05,0.1,42
1234,2055843834,4,120,10,0.05,0.1,42
1235,1554957155,5,120,10,0.05,0.1,42
1236,1679923781,6,120,10,0.05,0.1,42
1237,1992269020,5,120,10,0.05,0.1,42
1238,1906811540,4,120,10,0.05,0.1,42
1239,4067777432,6,120,10,0.05,0.1,42
1240,1949538791,4,120,10,0.05,0.1,42
1241,991103984,6,120,10,0.05,0.1,42
1242,238076931,4,120,10,0.05,0.1,42
1243,927024908,4,120,10,0.05,0.1,42
1244,3532197581,3,120,10,0.05,0.1,42
1245,1998542460,3,120,10,0.05,0.1,42
1246,153779289,3,120,10,0.05,0.1,42
1247,2927142933,8,120,10,0.05,0.1,42
1248,145006864,4,120,10,0.05,0.1,42
1249,945463225,7,120,10,0.05,0.1,42
1250,298983329,4,120,10,0.05,0.1,42
1251,1674222471,7,120,10,0.05,0.1,42
1252,1687669427,4,120,10,0.05,0.1,42
1253,1939040240,4,120,10,0.05,0.1,42
1254,240862312,3,120,10,0.05,0.1,42
1255,2436620118,6,120,10,0.05,0.1,42
1256,4072254253,4,120,10,0.05,0.1,42
1257,2059707431,6,120,10,0.05,0.1,42
1258,1340837080,6,120,10,0.05,0.1,42
1259,2557244577,7,120,10,0.05,0.1,42
1260,1452139145,6,120,10,0.05,0.1,42
1261,3041279525,4,120,10,0.05,0.1,42
1262,3049002191,4,120,10,0.05,0.1,42
1263,2640550798,6,120,10,0.05,0.1,42
1264,2966408635,6,120,10,0.05,0.1,42
1265,681740609,7,120,10,0.05,0.1,42
1266,965958624,4,120,10,0.05,0.1,42
1267,2190898779,5,120,10,0.05,0.1,42
1268,4262952179,6,120,10,0.05,0.1,42
1269,903169974,7,120,10,0.05,0.1,42
1270,904045521,4,120,10,0.05,0.1,42
1271,4114201556,7,120,10,0.05,0.1,42
1272,1592390845,5,120,10,0.05,0.1,42
1273,2676143969,4,120,10,0.05,0.1,42
1274,2161711082,5,120,10,0.05,0.1,42
1275,3807799227,2,120,10,0.05,0.1,42
1276,735263511,7,120,10,0.05,0.1,42
1277,2254504706,5,120,10,0.05,0.1,42
1278,463239663,2,120,10,0.05,0.1,42
1279,4190625450,7,120,10,0.05,0.1,42
1280,223927148,4,120,10,0.05,0.1,42
1281,912173501,5,120,10,0.05,0.1,42
1282,468732547,5,120,10,0.05,0.1,42
1283,4048944152,5,120,10,0.05,0.1,42
1284,3702427146,5,120,10,0.05,0.1,42
1285,2429717681,6,120,10,0.05,0.1,42
1286,3012347071,6,120,10,0.05,0.1,42
1287,4205169096,4,120,10,0.05,0.1,42
1288,4123116501,4,120,10,0.05,0.1,42
1289,808596177,5,120,10,0.05,0.1,42
1290,3713981293,6,120,10,0.05,0.1,42
1291,1540875802,7,120,10,0.05,0.1,42
1292,1745789066,5,120,10,0.05,0.1,42
1293,1605491922,4,120,10,0.05,0.1,42
1294,2645832647,5,120,10,0.05,0.1,42
1295,2178853427,4,120,10,0.05,0.1,42
1296,3323662319,7,120,10,0.05,0.1,42
1297,1953492364,6,120,10,0.05,0.1,42
1298,2543219429,4,120,10,0.05,0.1,42
1299,2536660735,5,120,10,0.05,0.1,42
1300,2845734650,3,120,10,0.05,0.1,42
1301,775373908,3,120,10,0.05,0.1,42
1302,1688111021,5,120,10,0.05,0.1,42
1303,1322827061,4,120,10,0.05,0.1,42
1304,2694792779,7,120,10,0.05,0.1,42
1305,2949357352,6,120,10,0.05,0.1,42
1306,549583602,3,120,10,0.05,0.1,42
1307,1997892952,4,120,10,0.05,0.1,42
1308,4102353344,6,120,10,0.05,0.1,42
1309,1883970856,5,120,10,0.05,0.1,42
1310,3865387798,5,120,10,0.05,0.1,42
1311,3394750010,5,120,10,0.05,0.1,42
1312,623306642,6,120,10,0.05,0.1,42
1313,1517779348,5,120,10,0.05,0.1,42
1314,1911156634,4,120,10,0.05,0.1,42
1315,3441913706,6,120,10,0.05,0.1,42
1316,1732563040,6,120,10,0.05,0.1,42
1317,2995271403,3,120,10,0.05,0.1,42
1318,2310951821,6,120,10,0.05,0.1,42
1319,4002822907,5,120,10,0.05,0.1,42
1320,3480542688,4,120,10,0.05,0.1,42
1321,2087618189,8,120,10,0.05,0.1,42
1322,3996171523,6,120,10,0.05,0.1,42
1323,755875776,6,120,10,0.05,0.1,42
1324,894232648,4,120,10,0.05,0.1,42
1325,2926126346,7,120,10,0.05,0.1,42
1326,3562825007,3,120,10,0.05,0.1,42
1327,2437062063,6,120,10,0.05,0.1,42
1328,840260705,6,120,10,0.05,0.1,42
1329,3850519649,6,120,10,0.05,0.1,42
1330,2146766214,3,120,10,0.05,0.1,42
1331,2325647443,7,120,10,0.05,0.1,42
1332,2207064169,5,120,10,0.05,0.1,42
1333,2198809964,4,120,10,0.05,0.1,42
1334,3548673463,5,120,10,0.05,0.1,42
1335,721630190,4,120,10,0.05,0.1,42
1336,3186089651,3,120,10,0.05,0.1,42
1337,410868894,5,120,10,0.05,0.1,42
1338,109683130,5,120,10,0.05,0.1,42
1339,2059358706,5,120,10,0.05,0.1,42
1340,418210089,3,120,10,0.05,0.1,42
1341,2651388779,5,120,10,0.05,0.1,42
1342,681302760,6,120,10,0.05,0.1,42
1343,759159890,3,120,10,0.05,0.1,42
1344,2723597666,4,120,10,0.05,0.1,42
1345,3184862774,6,120,10,0.05,0.1,42
1346,2858109736,6,120,10,0.05,0.1,42
1347,3086876851,3,120,10,0.05,0.1,42
1348,460243146,4,120,10,0.05,0.1,42
1349,3180544496,3,120,10,0.05,0.1,42
1350,3465202105,4,120,10,0.05,0.1,42
1351,3820411611,4,120,10,0.05,0.1,42
1352,873437979,5,120,10,0.05,0.1,42
1353,3971817054,4,120,10,0.05,0.1,42
1354,1916331019,4,120,10,0.05,0.1,42
1355,976805365,6,120,10,0.05,0.1,42
1356,2683793011,7,120,10,0.05,0.1,42
1357,1071018165,4,120,10,0.05,0.1,42
1358,1352920784,3,120,10,0.05,0.1,42
1359,2266543861,4,120,10,0.05,0.1,42
1360,939918066,6,120,10,0.05,0.1,42
1361,1779392492,7,120,10,0.05,0.1,42
1362,2019855639,3,120,10,0.05,0.1,42
1363,439252451,6,120,10,0.05,0.1,42
1364,365952427,4,120,10,0.05,0.1,42
1365,1739248073,2,120,10,0.05,0.1,42
1366,1561914923,8,120,10,0.05,0.1,42
1367,3110715524,5,120,10,0.05,0.1,42
1368,4008292669,5,120,10,0.05,0.1,42
1369,2262088247,5,120,10,0.05,0.1,42
1370,341245541,5,120,10,0.05,0.1,42
1371,3426913295,7,120,10,0.05,0.1,42
1372,3873890466,3,120,10,0.05,0.1,42
1373,2096337296,4,120,10,0.05,0.1,42
1374,3987126485,6,120,10,0.05,0.1,42
1375,3704949432,3,120,10,0.05,0.1,42
1376,1066656807,5,120,10,0.05,0.1,42
1377,2045602318,6,120,10,0.05,0.1,42
1378,1025880918,7,120,10,0.05,0.1,42
1379,440652302,5,120,10,0.05,0.1,42
1380,2649906646,5,120,10,0.05,0.1,42
1381,1144366166,8,120,10,0.05,0.1,42
1382,3401638131,3,120,10,0.05,0.1,42
1383,2646639533,7,120,10,0.05,0.1,42
1384,2100895405,3,120,10,0.05,0.1,42
1385,763873124,3,120,10,0.05,0.1,42
1386,1177789696,6,120,10,0.05,0.1,42
1387,620566576,4,120,10,0.05,0.1,42
1388,13010626,5,120,10,0.05,0.1,42
1389,2522632511,8,120,10,0.05,0.1,42
1390,3891357314,3,120,10,0.05,0.1,42
1391,2864217173,7,120,10,0.05,0.1,42
1392,752905108,7,120,10,0.05,0.1,42
1393,3040811228,4,120,10,0.05,0.1,42
1394,3490378361,4,120,10,0.05,0.1,42
1395,1280280706,4,120,10,0.05,0.1,42
1396,3279531933,2,120,10,0.05,0.1,42
1397,510668819,6,120,10,0.05,0.1,42
1398,1352607404,4,120,10,0.05,0.1,42
1399,1855484021,7,120,10,0.05,0.1,42
1400,62676968,7,120,10,0.05,0.1,42
1401,3454888206,5,120,10,0.05,0.1,42
1402,1145041676,6,120,10,0.05,0.1,42
1403,1887937994,3,120,10,0.05,0.1,42
1404,139834001,6,120,10,0.05,0.1,42
1405,2453644124,3,120,10,0.05,0.1,42
1406,2974610239,7,120,10,0.05,0.1,42
1407,687267739,4,120,10,0.05,0.1,42
1408,1333348173,5,120,10,0.05,0.1,42
1409,4020659269,5,120,10,0.05,0.1,42
1410,3609380433,3,120,10,0.05,0.1,42
1411,715618282,5,120,10,0.05,0.1,42
1412,2243928347,5,120,10,0.05,0.1,42
1413,3565460711,4,120,10,0.05,0.1,42
1414,436489527,7,120,10,0.05,0.1,42
1415,2665323952,6,120,10,0.05,0.1,42
1416,1657299676,4,120,10,0.05,0.1,42
1417,4070775872,5,120,10,0.05,0.1,42
1418,2415700431,6,120,10,0.05,0.1,42
1419,2151386614,6,120,10,0.05,0.1,42
1420,3223886508,7,120,10,0.05,0.1,42
1421,1684187905,5,120,10,0.05,0.1,42
1422,2876384513,6,120,10,0.05,0.1,42
1423,1716362656,4,120,10,0.05,0.1,42
1424,555987671,6,120,10,0.05,0.1,42
1425,687029520,3,120,10,0.05,0.1,42
1426,1575696536,3,120,10,0.05,0.1,42
1427,1772449896,5,120,10,0.05,0.1,42
1428,716250069,3,120,10,0.05,0.1,42
1429,122917168,4,120,10,0.05,0.1,42
1430,3780059772,5,120,10,0.05,0.1,42
1431,2416530404,4,120,10,0.05,0.1,42
1432,2072191831,2,120,10,0.05,0.1,42
1433,1220498524,6,120,10,0.05,0.1,42
1434,1321710836,6,120,10,0.05,0.1,42
1435,1341728180,6,120,10,0.05,0.1,42
1436,1597419634,5,120,10,0.05,0.1,42
1437,2845769980,5,120,10,0.05,0.1,42
1438,1396831794,6,120,10,0.05,0.1,42
1439,163501523,7,120,10,0.05,0.1,42
1440,1108954797,6,120,10,0.05,0.1,42
1441,3401377119,6,120,10,0.05,0.1,42
1442,2462223537,4,120,10,0.05,0.1,42
1443,1209809489,7,120,10,0.05,0.1,42
1444,2860714919,4,120,10,0.05,0.1,42
1445,1183778540,4,120,10,0.05,0.1,42
1446,1321399537,6,120,10,0.05,0.1,42
1447,3686170587,5,120,10,0.05,0.1,42
1448,791360447,6,120,10,0.05,0.1,42
1449,2724349057,5,120,10,0.05,0.1,42
1450,163740401,5,120,10,0.05,0.1,42
1451,146565745,5,120,10,0.05,0.1,42
1452,1204283587,4,120,10,0.05,0.1,42
1453,3597623564,4,120,10,0.05,0.1,42
1454,288391235,3,120,10,0.05,0.1,42
1455,1124835302,4,120,10,0.05,0.1,42
1456,459619089,5,120,10,0.05,0.1,42
1457,3649852527,8,120,10,0.05,0.1,42
1458,1199404302,3,120,10,0.05,0.1,42
1459,608456329,5,120,10,0.05,0.1,42
1460,2582096899,4,120,10,0.05,0.1,42
1461,766793687,2,120,10,0.05,0.1,42
1462,4051793842,2,120,10,0.05,0.1,42
1463,2777501024,3,120,10,0.05,0.1,42
1464,1741664923,6,120,10,0.05,0.1,42
1465,4007616060,5,120,10,0.05,0.1,42
1466,45073820,6,120,10,0.05,0.1,42
1467,1700634128,6,120,10,0.05,0.1,42
1468,478003129,5,120,10,0.05,0.1,42
1469,1745049952,4,120,10,0.05,0.1,42
1470,568521617,6,120,10,0.05,0.1,42
1471,941881678,5,120,10,0.05,0.1,42
1472,2217966855,3,120,10,0.05,0.1,42
1473,3821028387,4,120,10,0.05,0.1,42
1474,159295501,4,120,10,0.05,0.1,42
1475,2579865224,3,120,10,0.05,0.1,42
1476,712011732,3,120,10,0.05,0.1,42
1477,153043324,5,120,10,0.05,0.1,42
1478,1067636881,6,120,10,0.05,0.1,42
1479,4113103941,6,120,10,0.05,0.1,42
1480,2309959867,4,120,10,0.05,0.1,42
1481,1762146283,6,120,10,0.05,0.1,42
1482,3229644467,3,120,10,0.05,0.1,42
1483,3307696874,6,120,10,0.05,0.1,42
1484,961755863,4,120,10,0.05,0.1,42
1485,2038133272,4,120,10,0.05,0.1,42
1486,1419291371,4,120,10,0.05,0.1,42
1487,578036633,7,120,10,0.05,0.1,42
1488,1627426292,4,120,10,0.05,0.1,42
1489,4168079756,7,120,10,0.05,0.1,42
1490,3825112717,4,120,10,0.05,0.1,42
1491,3981202049,7,120,10,0.05,0.1,42
1492,113147098,5,120,10,0.05,0.1,42
1493,748510974,7,120,10,0.05,0.1,42
1494,3087608634,6,120,10,0.05,0.1,42
1495,1340868097,4,120,10,0.05,0.1,42
1496,4188557436,8,120,10,0.05,0.1,42
1497,2585207540,6,120,10,0.05,0.1,42
1498,2417859118,4,120,10,0.05,0.1,42
1499,1489684615,6,120,10,0.05,0.1,42
1500,18880868,4,120,10,0.05,0.1,42
1501,1285445117,6,120,10,0.05,0.1,42
1502,1296201777,7,120,10,0.05,0.1,42
1503,3682172180,5,120,10,0.05,0.1,42
1504,719114088,6,120,10,0.05,0.1,42
1505,1911189001,4,120,10,0.05,0.1,42
1506,3781316369,4,120,10,0.05,0.1,42
1507,3895783545,2,120,10,0.05,0.1,42
1508,2750876115,5,120,10,0.05,0.1,42
1509,1701996817,6,120,10,0.05,0.1,42
1510,2155686478,4,120,10,0.05,0.1,42
1511,764658686,3,120,10,0.05,0.1,42
1512,3170871659,5,120,10,0.05,0.1,42
1513,1210920654,3,120,10,0.05,0.1,42
1514,4099077985,7,120,10,0.05,0.1,42
1515,2728439405,7,120,10,0.05,0.1,42
1516,3522421239,5,120,10,0.05,0.1,42
1517,2518189435,4,120,10,0.05,0.1,42
1518,2802173558,6,120,10,0.05,0.1,42
1519,2813198659,6,120,10,0.05,0.1,42
1520,3322183536,5,120,10,0.05,0.1,42
1521,760022190,4,120,10,0.05,0.1,42
1522,566584246,7,120,10,0.05,0.1,42
1523,3874157095,3,120,10,0.05,0.1,42
1524,68614898,6,120,10,0.05,0.1,42
1525,1947610741,5,120,10,0.05,0.1,42
1526,1487933059,5,120,10,0.05,0.1,42
1527,1442691856,4,120,10,0.05,0.1,42
1528,2570813295,4,120,10,0.05,0.1,42
1529,2424184989,8,120,10,0.05,0.1,42
1530,1178218761,3,120,10,0.05,0.1,42
1531,1473409695,8,120,10,0.05,0.1,42
1532,2199097303,5,120,10,0.05,0.1,42
1533,1537062654,5,120,10,0.05,0.1,42
1534,2014534240,4,120,10,0.05,0.1,42
1535,2187609353,5,120,10,0.05,0.1,42
1536,4124862440,5,120,10,0.05,0.1,42
1537,535304203,8,120,10,0.05,0.1,42
1538,2240853219,6,120,10,0.05,0.1,42
1539,2331682743,4,120,10,0.05,0.1,42
1540,1723443229,6,120,10,0.05,0.1,42
1541,1411436611,4,120,10,0.05,0.1,42
1542,3619545230,6,120,10,0.05,0.1,42
1543,2228443070,8,120,10,0.05,0.1,42
1544,3110488946,3,120,10,0.05,0.1,42
1545,2208332099,5,120,10,0.05,0.1,42
1546,212880003,6,120,10,0.05,0.1,42
1547,2170936488,5,120,10,0.05,0.1,42
1548,1917368012,5,120,10,0.05,0.1,42
1549,3135160765,4,120,10,0.05,0.1,42
1550,2978922493,3,120,10,0.05,0.1,42
1551,1977466416,5,120,10,0.05,0.1,42
1552,2834541831,5,120,10,0.05,0.1,42
1553,1710113805,5,120,10,0.05,0.1,42
1554,3294707986,7,120,10,0.05,0.1,42
1555,2243554420,6,120,10,0.05,0.1,42
1556,3433912265,5,120,10,0.05,0.1,42
1557,318927201,3,120,10,0.05,0.1,42
1558,2711618195,5,120,10,0.05,0.1,42
1559,3645491876,4,120,10,0.05,0.1,42
1560,512310365,3,120,10,0.05,0.1,42
1561,1426882031,7,120,10,0.05,0.1,42
1562,2260942064,6,120,10,0.05,0.1,42
1563,504243267,4,120,10,0.05,0.1,42
1564,4029837686,3,120,10,0.05,0.1,42
1565,694213635,7,120,10,0.05,0.1,42
1566,2919049358,5,120,10,0.05,0.1,42
1567,2812808133,3,120,10,0.05,0.1,42
1568,1801098734,3,120,10,0.05,0.1,42
1569,2240454249,5,120,10,0.05,0.1,42
1570,3086649737,6,120,10,0.05,0.1,42
1571,3054007365,4,120,10,0.05,0.1,42
1572,736139460,3,120,10,0.05,0.1,42
1573,4221237241,4,120,10,0.05,0.1,42
1574,247002251,5,120,10,0.05,0.1,42
1575,4081026898,5,120,10,0.05,0.1,42
1576,1524438089,4,120,10,0.05,0.1,42
1577,4060938478,5,120,10,0.05,0.1,42
1578,3398064569,5,120,10,0.05,0.1,42
1579,1259928021,4,120,10,0.05,0.1,42
1580,1388022719,3,120,10,0.05,0.1,42
1581,1923314112,7,120,10,0.05,0.1,42
1582,234454154,8,120,10,0.05,0.1,42
1583,3228396672,6,120,10,0.05,0.1,42
1584,1637010406,6,120,10,0.05,0.1,42
1585,2015355388,5,120,10,0.05,0.1,42
1586,864510452,6,120,10,0.05,0.1,42
1587,3934801989,4,120,10,0.05,0.1,42
1588,1434372762,4,120,10,0.05,0.1,42
1589,3632787172,8,120,10,0.05,0.1,42
1590,1796345121,5,120,10,0.05,0.1,42
1591,985104986,4,120,10,0.05,0.1,42
1592,4075400637,6,120,10,0.05,0.1,42
1593,1532065714,4,120,10,0.05,0.1,42
1594,3997854073,5,120,10,0.05,0.1,42
1595,811367185,6,120,10,0.05,0.1,42
1596,1950188025,7,120,10,0.05,0.1,42
1597,1885547776,2,120,10,0.05,0.1,42
1598,1976747937,6,120,10,0.05,0.1,42
1599,541962528,5,120,10,0.05,0.1,42
1600,362692266,6,120,10,0.05,0.1,42
1601,726710451,4,120,10,0.05,0.1,42
1602,382195636,5,120,10,0.05,0.1,42
1603,3834852318,4,120,10,0.05,0.1,42
1604,2996233522,3,120,10,0.05,0.1,42
1605,572085882,7,120,10,0.05,0.1,42
1606,767945462,5,120,10,0.05,0.1,42
1607,301680790,2,120,10,0.05,0.1,42
1608,1513173285,5,120,10,0.05,0.1,42
1609,167236372,3,120,10,0.05,0.1,42
1610,22992749,4,120,10,0.05,0.1,42
1611,2526515546,6,120,10,0.05,0.1,42
1612,343161328,5,120,10,0.05,0.1,42
1613,2225427398,5,120,10,0.05,0.1,42
1614,534167973,6,120,10,0.05,0.1,42
1615,2288998786,6,120,10,0.05,0.1,42
1616,2831539761,4,120,10,0.05,0.1,42
1617,2684763621,8,120,10,0.05,0.1,42
1618,3905125808,4,120,10,0.05,0.1,42
1619,1217251136,5,120,10,0.05,0.1,42
1620,836949382,7,120,10,0.05,0.1,42
1621,3498790632,7,120,10,0.05,0.1,42
1622,3679430780,2,120,10,0.05,0.1,42
1623,4087409229,5,120,10,0.05,0.1,42
1624,571881922,6,120,10,0.05,0.1,42
1625,3993717480,4,120,10,0.05,0.1,42
1626,4161679933,7,120,10,0.05,0.1,42
1627,3264946902,5,120,10,0.05,0.1,42
1628,487202638,5,120,10,0.05,0.1,42
1629,3638541756,6,120,10,0.05,0.1,42
1630,3727280986,6,120,10,0.05,0.1,42
1631,4179070842,5,120,10,0.05,0.1,42
1632,719600976,5,120,10,0.05,0.1,42
1633,1343867898,5,120,10,0.05,0.1,42
1634,3280997859,3,120,10,0.05,0.1,42
1635,381026040,3,120,10,0.05,0.1,42
1636,2930561672,3,120,10,0.05,0.1,42
1637,1777377683,6,120,10,0.05,0.1,42
1638,3495320165,8,120,10,0.05,0.1,42
1639,2018559549,7,120,10,0.05,0.1,42
1640,1197299913,4,120,10,0.05,0.1,42
1641,788921830,7,120,10,0.05,0.1,42
1642,676989801,4,120,10,0.05,0.1,42
1643,3780754836,6,120,10,0.05,0.1,42
1644,2140700060,7,120,10,0.05,0.1,42
1645,602283141,4,120,10,0.05,0.1,42
1646,828600336,7,120,10,0.05,0.1,42
1647,3687099689,7,120,10,0.05,0.1,42
1648,4128863597,5,120,10,0.05,0.1,42
1649,3489389080,5,120,10,0.05,0.1,42
1650,3742350716,5,120,10,0.05,0.1,42
1651,1953206438,5,120,10,0.05,0.1,42
1652,2444949854,2,120,10,0.05,0.1,42
1653,3261850632,2,120,10,0.05,0.1,42
1654,359474014,7,120,10,0.05,0.1,42
1655,2138751383,6,120,10,0.05,0.1,42
1656,228791799,4,120,10,0.05,0.1,42
1657,234131735,3,120,10,0.05,0.1,42
1658,415272947,8,120,10,0.05,0.1,42
1659,2860801993,8,120,10,0.05,0.1,42
1660,3017049360,6,120,10,0.05,0.1,42
1661,1515152172,4,120,10,0.05,0.1,42
1662,1556307632,7,120,10,0.05,0.1,42
1663,2605452321,5,120,10,0.05,0.1,42
1664,4204543656,3,120,10,0.05,0.1,42
1665,159586912,6,120,10,0.05,0.1,42
1666,1259936362,4,120,10,0.05,0.1,42
1667,621566017,6,120,10,0.05,0.1,42
1668,72951037,7,120,10,0.05,0.1,42
1669,2701226338,4,120,10,0.05,0.1,42
1670,3855414015,5,120,10,0.05,0.1,42
1671,3785441996,4,120,10,0.05,0.1,42
1672,3175907672,5,120,10,0.05,0.1,42
1673,3479447943,4,120,10,0.05,0.1,42
1674,3522082781,6,120,10,0.05,0.1,42
1675,3764047255,5,120,10,0.05,0.1,42
1676,2469217705,5,120,10,0.05,0.1,42
1677,2561630156,4,120,10,0.05,0.1,42
1678,3316984774,6,120,10,0.05,0.1,42
1679,4035799904,5,120,10,0.05,0.1,42
1680,3885901930,7,120,10,0.05,0.1,42
1681,881342827,5,120,10,0.05,0.1,42
1682,2549887631,3,120,10,0.05,0.1,42
1683,3136127776,6,120,10,0.05,0.1,42
1684,2383192936,5,120,10,0.05,0.1,42
1685,1575801743,6,120,10,0.05,0.1,42
1686,4011617327,3,120,10,0.05,0.1,42
1687,3635952469,5,120,10,0.05,0.1,42
1688,2294750227,4,120,10,0.05,0.1,42
1689,358384063,3,120,10,0.05,0.1,42
1690,2846454682,4,120,10,0.05,0.1,42
1691,1125239132,7,120,10,0.05,0.1,42
1692,3742479445,6,120,10,0.05,0.1,42
1693,3937389516,8,120,10,0.05,0.1,42
1694,667828925,6,120,10,0.05,0.1,42
1695,3461395005,8,120,10,0.05,0.1,42
1696,4133863121,5,120,10,0.05,0.1,42
1697,4146581700,5,120,10,0.05,0.1,42
1698,3703014084,5,120,10,0.05,0.1,42
1699,1148114467,7,120,10,0.05,0.1,42
1700,330174090,8,120,10,0.05,0.1,42
1701,3412521733,6,120,10,0.05,0.1,42
1702,1950854772,6,120,10,0.05,0.1,42
1703,3670646436,4,120,10,0.05,0.1,42
1704,3639574651,4,120,10,0.05,0.1,42
1705,1283924580,6,120,10,0.05,0.1,42
1706,1416161115,7,120,10,0.05,0.1,42
1707,3472837682,6,120,10,0.05,0.1,42
1708,1017616291,4,120,10,0.05,0.1,42
1709,1190885784,4,120,10,0.05,0.1,42
1710,1701000208,6,120,10,0.05,0.1,42
1711,3433967683,5,120,10,0.05,0.1,42
1712,4067339802,7,120,10,0.05,0.1,42
1713,3764741510,6,120,10,0.05,0.1,42
1714,2351758943,6,120,10,0.05,0.1,42
1715,657436130,7,120,10,0.05,0.1,42
1716,2454758324,5,120,10,0.05,0.1,42
1717,2745418176,3,120,10,0.05,0.1,42
1718,2156906172,5,120,10,0.05,0.1,42
1719,1198051205,8,120,10,0.05,0.1,42
1720,149035446,6,120,10,0.05,0.1,42
1721,2733021701,4,120,10,0.05,0.1,42
1722,1192288291,6,120,10,0.05,0.1,42
1723,336826206,7,120,10,0.05,0.1,42
1724,3986584154,4,120,10,0.05,0.1,42
1725,2275061497,2,120,10,0.05,0.1,42
1726,1238293437,4,120,10,0.05,0.1,42
1727,3974729092,6,120,10,0.05,0.1,42
1728,1357981125,3,120,10,0.05,0.1,42
1729,121669795,4,120,10,0.05,0.1,42
1730,478149900,5,120,10,0.05,0.1,42
1731,1729773655,4,120,10,0.05,0.1,42
1732,1174800290,3,120,10,0.05,0.1,42
1733,1520835269,3,120,10,0.05,0.1,42
1734,2045370074,7,120,10,0.05,0.1,42
1735,4170109411,5,120,10,0.05,0.1,42
1736,3201420229,4,120,10,0.05,0.1,42
1737,4013951395,6,120,10,0.05,0.1,42
1738,3576832769,7,120,10,0.05,0.1,42
1739,4052723266,7,120,10,0.05,0.1,42
1740,1258337412,5,120,10,0.05,0.1,42
1741,2319878437,4,120,10,0.05,0.1,42
1742,2194291897,6,120,10,0.05,0.1,42
1743,1653326694,3,120,10,0.05,0.1,42
1744,28059992,5,120,10,0.05,0.1,42
1745,446804802,4,120,10,0.05,0.1,42
1746,2813924042,5,120,10,0.05,0.1,42
1747,342084526,5,120,10,0.05,0.1,42
1748,3367354065,5,120,10,0.05,0.1,42
1749,3833499165,6,120,10,0.05,0.1,42
1750,736549077,3,120,10,0.05,0.1,42
1751,1124379369,5,120,10,0.05,0.1,42
1752,197832222,6,120,10,0.05,0.1,42
1753,894338477,4,120,10,0.05,0.1,42
1754,4279506215,5,120,10,0.05,0.1,42
1755,3859043913,8,120,10,0.05,0.1,42
1756,927900426,5,120,10,0.05,0.1,42
1757,333165240,4,120,10,0.05,0.1,42
1758,2817192601,7,120,10,0.05,0.1,42
1759,736849286,7,120,10,0.05,0.1,42
1760,3371395399,5,120,10,0.05,0.1,42
1761,2777883248,4,120,10,0.05,0.1,42
1762,3379373854,4,120,10,0.05,0.1,42
1763,3479631659,3,120,10,0.05,0.1,42
1764,1554414210,5,120,10,0.05,0.1,42
1765,1514131036,6,120,10,0.05,0.1,42
1766,1144663561,8,120,10,0.05,0.1,42
1767,2584089707,5,120,10,0.05,0.1,42
1768,1826176333,7,120,10,0.05,0.1,42
1769,2678079811,6,120,10,0.05,0.1,42
1770,260852927,5,120,10,0.05,0.1,42
1771,2344691468,6,120,10,0.05,0.1,42
1772,315637460,4,120,10,0.05,0.1,42
1773,3322662248,5,120,10,0.05,0.1,42
1774,3910649956,6,120,10,0.05,0.1,42
1775,3720420140,6,120,10,0.05,0.1,42
1776,3339055729,7,120,10,0.05,0.1,42
1777,1828080917,4,120,10,0.05,0.1,42
1778,489987911,4,120,10,0.05,0.1,42
1779,1933854601,3,120,10,0.05,0.1,42
1780,3548064159,4,120,10,0.05,0.1,42
1781,371672132,7,120,10,0.05,0.1,42
1782,2309595034,3,120,10,0.05,0.1,42
1783,1755899461,5,120,10,0.05,0.1,42
1784,3087538780,5,120,10,0.05,0.1,42
1785,1554379846,5,120,10,0.05,0.1,42
1786,291153513,5,120,10,0.05,0.1,42
1787,3795363701,5,120,10,0.05,0.1,42
1788,1024964051,5,120,10,0.05,0.1,42
1789,2918992031,6,120,10,0.05,0.1,42
1790,2604562765,3,120,10,0.05,0.1,42
1791,729435159,4,120,10,0.05,0.1,42
1792,2758175314,4,120,10,0.05,0.1,42
1793,380070212,4,120,10,0.05,0.1,42
1794,2628906434,5,120,10,0.05,0.1,42
1795,2128491411,5,120,10,0.05,0.1,42
1796,4226494799,5,120,10,0.05,0.1,42
1797,3913487648,5,120,10,0.05,0.1,42
