iteration,seed,active_regimes,block_size,max_components,weight_threshold,alpha_prior,master_seed
608,1985614318,5,120,10,0.05,0.1,42
609,2184296914,4,120,10,0.05,0.1,42
610,3359680051,7,120,10,0.05,0.1,42
611,4184969532,6,120,10,0.05,0.1,42
612,3718779276,3,120,10,0.05,0.1,42
613,3814886145,5,120,10,0.05,0.1,42
614,479983272,3,120,10,0.05,0.1,42
615,489300807,6,120,10,0.05,0.1,42
616,2612589612,6,120,10,0.05,0.1,42
617,452519963,4,120,10,0.05,0.1,42
618,2739216502,5,120,10,0.05,0.1,42
619,3604253209,5,120,10,0.05,0.1,42
620,3528769616,5,120,10,0.05,0.1,42
621,3956913338,5,120,10,0.05,0.1,42
622,2760263157,7,120,10,0.05,0.1,42
623,3809809912,4,120,10,0.05,0.1,42
624,96769712,4,120,10,0.05,0.1,42
625,100315161,5,120,10,0.05,0.1,42
626,3114826715,7,120,10,0.05,0.1,42
627,2216157402,3,120,10,0.05,0.1,42
628,1829066209,5,120,10,0.05,0.1,42
629,528144665,5,120,10,0.05,0.1,42
630,262986143,4,120,10,0.05,0.1,42
631,3751076217,6,120,10,0.05,0.1,42
632,160965068,6,120,10,0.05,0.1,42
633,2015642823,3,120,10,0.05,0.1,42
634,845071725,8,120,10,0.05,0.1,42
635,3153645237,4,120,10,0.05,0.1,42
636,2994582713,5,120,10,0.05,0.1,42
637,3695871273,5,120,10,0.05,0.1,42
638,1528756589,4,120,10,0.05,0.1,42
639,562411240,3,120,10,0.05,0.1,42
640,2047667768,6,120,10,0.05,0.1,42
641,2305440393,5,120,10,0.05,0.1,42
642,255835724,5,120,10,0.05,0.1,42
643,1142896978,4,120,10,0.05,0.1,42
644,1036373345,4,120,10,0.05,0.1,42
645,3202862724,6,120,10,0.05,0.1,42
646,1816386416,5,120,10,0.05,0.1,42
647,3345769473,5,120,10,0.05,0.1,42
648,817855659,4,120,10,0.05,0.1,42
649,3872546865,4,120,10,0.05,0.1,42
650,3686014343,5,120,10,0.05,0.1,42
651,182855467,6,120,10,0.05,0.1,42
652,1795476864,4,120,10,0.05,0.1,42
653,2406082570,7,120,10,0.05,0.1,42
654,3906250407,6,120,10,0.05,0.1,42
655,177639803,3,120,10,0.05,0.1,42
656,414975816,2,120,10,0.05,0.1,42
657,111520582,7,120,10,0.05,0.1,42
658,3201629095,4,120,10,0.05,0.1,42
659,3586780164,5,120,10,0.05,0.1,42
660,2728435652,2,120,10,0.05,0.1,42
661,865476085,3,120,10,0.05,0.1,42
662,1835961949,5,120,10,0.05,0.1,42
663,2716942876,6,120,10,0.05,0.1,42
664,1521827425,4,120,10,0.05,0.1,42
665,2346663740,4,120,10,0.05,0.1,42
666,2059616496,6,120,10,0.05,0.1,42
667,3453896595,7,120,10,0.05,0.1,42
668,3686244595,6,120,10,0.05,0.1,42
669,486170009,6,120,10,0.05,0.1,42
670,3597325081,5,120,10,0.05,0.1,42
671,681202935,2,120,10,0.05,0.1,42
672,1833301489,5,120,10,0.05,0.1,42
673,1457426749,6,120,10,0.05,0.1,42
674,2057733333,8,120,10,0.05,0.1,42
675,3280654791,4,120,10,0.05,0.1,42
676,1480996194,5,120,10,0.05,0.1,42
677,41409044,7,120,10,0.05,0.1,42
678,1390356716,5,120,10,0.05,0.1,42
679,1402083327,4,120,10,0.05,0.1,42
680,3815885797,6,120,10,0.05,0.1,42
681,335878886,5,120,10,0.05,0.1,42
682,1116688828,3,120,10,0.05,0.1,42
683,1549491862,6,120,10,0.05,0.1,42
684,1881262885,5,120,10,0.05,0.1,42
685,3781180931,5,120,10,0.05,0.1,42
686,1052086214,7,120,10,0.05,0.1,42
687,47775285,5,120,10,0.05,0.1,42
688,1989401319,6,120,10,0.05,0.1,42
689,4161134054,7,120,10,0.05,0.1,42
690,2934602905,5,120,10,0.05,0.1,42
691,1321387023,6,120,10,0.05,0.1,42
692,1989818238,6,120,10,0.05,0.1,42
693,1982395467,7,120,10,0.05,0.1,42
694,1982648351,4,120,10,0.05,0.1,42
695,3491911887,4,120,10,0.05,0.1,42
696,1884901645,6,120,10,0.05,0.1,42
697,3488945942,6,120,10,0.05,0.1,42
698,695152220,3,120,10,0.05,0.1,42
699,2404258819,2,120,10,0.05,0.1,42
700,3792981456,8,120,10,0.05,0.1,42
701,711451396,5,120,10,0.05,0.1,42
702,3116911547,5,120,10,0.05,0.1,42
703,1915949918,7,120,10,0.05,0.1,42
704,1345393925,6,120,10,0.05,0.1,42
705,1439300138,5,120,10,0.05,0.1,42
706,2165031032,6,120,10,0.05,0.1,42
707,1376220490,4,120,10,0.05,0.1,42
708,4070351672,2,120,10,0.05,0.1,42
709,696764900,4,120,10,0.05,0.1,42
710,1029978711,5,120,10,0.05,0.1,42
711,1151364557,7,120,10,0.05,0.1,42
712,1524686836,7,120,10,0.05,0.1,42
713,3375910875,3,120,10,0.05,0.1,42
714,2409552301,5,120,10,0.05,0.1,42
715,746814286,7,120,10,0.05,0.1,42
716,2722344391,4,120,10,0.05,0.1,42
717,1096278580,6,120,10,0.05,0.1,42
718,3645015857,4,120,10,0.05,0.1,42
719,2704539865,7,120,10,0.05,0.1,42
720,1017660508,5,120,10,0.05,0.1,42
721,2102473906,4,120,10,0.05,0.1,42
722,2815554210,5,120,10,0.05,0.1,42
723,3060820413,3,120,10,0.05,0.1,42
724,3306374007,5,120,10,0.05,0.1,42
725,1317553387,5,120,10,0.05,0.1,42
726,2552613654,2,120,10,0.05,0.1,42
727,3388350491,5,120,10,0.05,0.1,42
728,4057465868,3,120,10,0.05,0.1,42
729,866673483,5,120,10,0.05,0.1,42
730,2495143563,4,120,10,0.05,0.1,42
731,162511330,6,120,10,0.05,0.1,42
732,1435054541,3,120,10,0.05,0.1,42
733,3111778330,4,120,10,0.05,0.1,42
734,3688443562,5,120,10,0.05,0.1,42
735,4258708411,6,120,10,0.05,0.1,42
736,3182562310,5,120,10,0.05,0.1,42
737,3589009928,6,120,10,0.05,0.1,42
738,1465768238,4,120,10,0.05,0.1,42
739,1354918031,6,120,10,0.05,0.1,42
740,3696683634,7,120,10,0.05,0.1,42
741,1150644470,6,120,10,0.05,0.1,42
742,3527415923,5,120,10,0.05,0.1,42
743,2775100165,7,120,10,0.05,0.1,42
744,1372598340,6,120,10,0.05,0.1,42
745,3842710504,6,120,10,0.05,0.1,42
746,2116934942,5,120,10,0.05,0.1,42
747,44936800,5,120,10,0.05,0.1,42
748,4194665985,5,120,10,0.05,0.1,42
749,1827456911,4,120,10,0.05,0.1,42
750,943389001,4,120,10,0.05,0.1,42
751,323736998,5,120,10,0.05,0.1,42
752,3546109481,5,120,10,0.05,0.1,42
753,3957795332,5,120,10,0.05,0.1,42
754,2826062337,6,120,10,0.05,0.1,42
755,649073277,3,120,10,0.05,0.1,42
756,3697858188,6,120,10,0.05,0.1,42
757,333767047,9,120,10,0.05,0.1,42
758,1359537979,6,120,10,0.05,0.1,42
759,3896174295,6,120,10,0.05,0.1,42
760,2281600426,7,120,10,0.05,0.1,42
761,1141312740,7,120,10,0.05,0.1,42
762,2109303434,6,120,10,0.05,0.1,42
763,4124291230,7,120,10,0.05,0.1,42
764,1918233233,4,120,10,0.05,0.1,42
765,4184505353,4,120,10,0.05,0.1,42
766,877573693,6,120,10,0.05,0.1,42
767,3902115832,6,120,10,0.05,0.1,42
768,1114479705,3,120,10,0.05,0.1,42
769,3649193569,5,120,10,0.05,0.1,42
770,2327272388,4,120,10,0.05,0.1,42
771,801759876,3,120,10,0.05,0.1,42
772,3462599879,5,120,10,0.05,0.1,42
773,2956045394,3,120,10,0.05,0.1,42
774,2577141423,5,120,10,0.05,0.1,42
775,1926365631,3,120,10,0.05,0.1,42
776,1178974289,4,120,10,0.05,0.1,42
777,1026703313,5,120,10,0.05,0.1,42
778,3151781359,3,120,10,0.05,0.1,42
779,2714819613,4,120,10,0.05,0.1,42
780,2492515348,5,120,10,0.05,0.1,42
781,528989412,3,120,10,0.05,0.1,42
782,2513615777,2,120,10,0.05,0.1,42
783,3168720691,7,120,10,0.05,0.1,42
784,1269471838,7,120,10,0.05,0.1,42
785,4209656585,3,120,10,0.05,0.1,42
786,1453994969,7,120,10,0.05,0.1,42
787,2049176558,4,120,10,0.05,0.1,42
788,422805079,4,120,10,0.05,0.1,42
789,3455231889,6,120,10,0.05,0.1,42
790,1359360565,2,120,10,0.05,0.1,42
791,125416596,5,120,10,0.05,0.1,42
792,3699782226,4,120,10,0.05,0.1,42
793,3176074668,7,120,10,0.05,0.1,42
794,2978606010,4,120,10,0.05,0.1,42
795,3045158860,6,120,10,0.05,0.1,42
796,526897699,8,120,10,0.05,0.1,42
797,1394990662,3,120,10,0.05,0.1,42
798,1925920696,6,120,10,0.05,0.1,42
799,3830229025,6,120,10,0.05,0.1,42
800,2717281090,4,120,10,0.05,0.1,42
801,134104093,8,120,10,0.05,0.1,42
802,1642692506,3,120,10,0.05,0.1,42
803,2984137619,7,120,10,0.05,0.1,42
804,669718735,4,120,10,0.05,0.1,42
805,3962193993,4,120,10,0.05,0.1,42
806,4154764695,6,120,10,0.05,0.1,42
807,4147962705,4,120,10,0.05,0.1,42
808,2723985608,6,120,10,0.05,0.1,42
809,389213649,6,120,10,0.05,0.1,42
810,372712708,7,120,10,0.05,0.1,42
811,2493990506,3,120,10,0.05,0.1,42
812,1596799529,2,120,10,0.05,0.1,42
813,2673579064,7,120,10,0.05,0.1,42
814,1781136218,6,120,10,0.05,0.1,42
815,2474270615,6,120,10,0.05,0.1,42
816,3160459796,8,120,10,0.05,0.1,42
817,427997281,7,120,10,0.05,0.1,42
818,2329966739,7,120,10,0.05,0.1,42
819,642841757,4,120,10,0.05,0.1,42
820,2517433832,5,120,10,0.05,0.1,42
821,513396986,6,120,10,0.05,0.1,42
822,1457377518,3,120,10,0.05,0.1,42
823,3155027168,7,120,10,0.05,0.1,42
824,844650764,4,120,10,0.05,0.1,42
825,3309371810,6,120,10,0.05,0.1,42
826,1355380730,5,120,10,0.05,0.1,42
827,2270030848,6,120,10,0.05,0.1,42
828,4208130838,7,120,10,0.05,0.1,42
829,1805315833,5,120,10,0.05,0.1,42
830,2479112631,6,120,10,0.05,0.1,42
831,2483922272,6,120,10,0.05,0.1,42
832,601052391,6,120,10,0.05,0.1,42
833,1712119279,5,120,10,0.05,0.1,42
834,3979316316,3,120,10,0.05,0.1,42
835,430272232,2,120,10,0.05,0.1,42
836,2578643478,5,120,10,0.05,0.1,42
837,21273895,2,120,10,0.05,0.1,42
838,1683784559,2,120,10,0.05,0.1,42
839,4081715751,4,120,10,0.05,0.1,42
840,3194947963,4,120,10,0.05,0.1,42
841,2365521437,3,120,10,0.05,0.1,42
842,3158755957,4,120,10,0.05,0.1,42
843,80880415,2,120,10,0.05,0.1,42
844,1611930000,5,120,10,0.05,0.1,42
845,3597449487,2,120,10,0.05,0.1,42
846,3712738104,5,120,10,0.05,0.1,42
847,1501046933,6,120,10,0.05,0.1,42
848,2228405798,5,120,10,0.05,0.1,42
849,1489988908,6,120,10,0.05,0.1,42
850,445411327,5,120,10,0.05,0.1,42
851,3412583594,5,120,10,0.05,0.1,42
852,1675285438,5,120,10,0.05,0.1,42
853,3912949593,7,120,10,0.05,0.1,42
854,4183214693,4,120,10,0.05,0.1,42
855,1632753852,4,120,10,0.05,0.1,42
856,306673043,7,120,10,0.05,0.1,42
857,2210185055,5,120,10,0.05,0.1,42
858,589187373,6,120,10,0.05,0.1,42
859,1161905420,5,120,10,0.05,0.1,42
860,1118751978,7,120,10,0.05,0.1,42
861,838032528,5,120,10,0.05,0.1,42
862,1823848902,4,120,10,0.05,0.1,42
863,47322303,4,120,10,0.05,0.1,42
864,175811022,4,120,10,0.05,0.1,42
865,3100937015,6,120,10,0.05,0.1,42
866,160802790,5,120,10,0.05,0.1,42
867,1889204439,3,120,10,0.05,0.1,42
868,266422213,6,120,10,0.05,0.1,42
869,2862729922,7,120,10,0.05,0.1,42
870,3027181148,6,120,10,0.05,0.1,42
871,1633992457,5,120,10,0.05,0.1,42
872,1527853189,6,120,10,0.05,0.1,42
873,3851194223,6,120,10,0.05,0.1,42
874,1985983852,5,120,10,0.05,0.1,42
875,2641846714,5,120,10,0.05,0.1,42
876,1790731448,4,120,10,0.05,0.1,42
877,1820789732,5,120,10,0.05,0.1,42
878,2273519344,6,120,10,0.05,0.1,42
879,446794828,4,120,10,0.05,0.1,42
880,1150290916,7,120,10,0.05,0.1,42
881,1419770236,7,120,10,0.05,0.1,42
882,1557028541,4,120,10,0.05,0.1,42
883,1597168639,4,120,10,0.05,0.1,42
884,1873976150,6,120,10,0.05,0.1,42
885,216736392,6,120,10,0.05,0.1,42
886,279283350,7,120,10,0.05,0.1,42
887,865660277,6,120,10,0.05,0.1,42
888,3528111646,6,120,10,0.05,0.1,42
889,752936963,8,120,10,0.05,0.1,42
890,1283423052,4,120,10,0.05,0.1,42
891,1184289755,3,120,10,0.05,0.1,42
892,2787845359,3,120,10,0.05,0.1,42
893,2983026862,8,120,10,0.05,0.1,42
894,3561666105,6,120,10,0.05,0.1,42
895,937099446,5,120,10,0.05,0.1,42
896,565539201,6,120,10,0.05,0.1,42
897,1870513310,4,120,10,0.05,0.1,42
898,1734383123,3,120,10,0.05,0.1,42
899,2432961609,3,120,10,0.05,0.1,42
900,1827635275,3,120,10,0.05,0.1,42
901,4264728145,8,120,10,0.05,0.1,42
902,199261395,6,120,10,0.05,0.1,42
903,597811404,6,120,10,0.05,0.1,42
904,279779513,3,120,10,0.05,0.1,42
905,3053435676,4,120,10,0.05,0.1,42
906,2845552552,3,120,10,0.05,0.1,42
907,61591142,2,120,10,0.05,0.1,42
908,754585214,8,120,10,0.05,0.1,42
909,70241100,4,120,10,0.05,0.1,42
910,1662676329,5,120,10,0.05,0.1,42
911,575543715,6,120,10,0.05,0.1,42
912,1245368782,5,120,10,0.05,0.1,42
913,2735249131,9,120,10,0.05,0.1,42
914,1253035996,6,120,10,0.05,0.1,42
915,3298237786,5,120,10,0.05,0.1,42
916,2709526756,3,120,10,0.05,0.1,42
917,1508765582,7,120,10,0.05,0.1,42
918,1347883876,8,120,10,0.05,0.1,42
919,3668597063,3,120,10,0.05,0.1,42
920,2748056344,4,120,10,0.05,0.1,42
921,2050672345,5,120,10,0.05,0.1,42
922,1773081500,4,120,10,0.05,0.1,42
923,1123477691,4,120,10,0.05,0.1,42
924,2796016099,4,120,10,0.05,0.1,42
925,1704865021,3,120,10,0.05,0.1,42
926,312948692,5,120,10,0.05,0.1,42
927,3719086529,4,120,10,0.05,0.1,42
928,1300338997,6,120,10,0.05,0.1,42
929,197141539,6,120,10,0.05,0.1,42
930,1466329365,6,120,10,0.05,0.1,42
931,3995327598,6,120,10,0.05,0.1,42
932,4250588286,5,120,10,0.05,0.1,42
933,1162945842,3,120,10,0.05,0.1,42
934,2517150779,4,120,10,0.05,0.1,42
935,1319414473,6,120,10,0.05,0.1,42
936,4263680694,3,120,10,0.05,0.1,42
937,3564032653,4,120,10,0.05,0.1,42
938,2901016538,5,120,10,0.05,0.1,42
939,3955083632,5,120,10,0.05,0.1,42
940,2456921461,5,120,10,0.05,0.1,42
941,1372948150,5,120,10,0.05,0.1,42
942,1605578432,5,120,10,0.05,0.1,42
943,1061462953,4,120,10,0.05,0.1,42
944,4087356372,6,120,10,0.05,0.1,42
945,1276633588,3,120,10,0.05,0.1,42
946,4006673571,7,120,10,0.05,0.1,42
947,1995267104,6,120,10,0.05,0.1,42
948,3410982571,7,120,10,0.05,0.1,42
949,1922402550,2,120,10,0.05,0.1,42
950,188378377,7,120,10,0.05,0.1,42
951,85405178,4,120,10,0.05,0.1,42
952,863628845,5,120,10,0.05,0.1,42
953,2811393905,7,120,10,0.05,0.1,42
954,602891484,4,120,10,0.05,0.1,42
955,1699012105,4,120,10,0.05,0.1,42
956,2847507069,3,120,10,0.05,0.1,42
957,646092769,7,120,10,0.05,0.1,42
958,2203332903,4,120,10,0.05,0.1,42
959,2716967068,4,120,10,0.05,0.1,42
960,1593728970,6,120,10,0.05,0.1,42
961,3530683794,7,120,10,0.05,0.1,42
962,413964767,6,120,10,0.05,0.1,42
963,1842096769,6,120,10,0.05,0.1,42
964,1810540110,5,120,10,0.05,0.1,42
965,1804346351,4,120,10,0.05,0.1,42
966,1722417561,7,120,10,0.05,0.1,42
967,4005308369,5,120,10,0.05,0.1,42
968,3668974500,6,120,10,0.05,0.1,42
969,648501316,4,120,10,0.05,0.1,42
970,2428765943,4,120,10,0.05,0.1,42
971,4253715015,4,120,10,0.05,0.1,42
972,1649732048,5,120,10,0.05,0.1,42
973,326187026,4,120,10,0.05,0.1,42
974,1053368506,7,120,10,0.05,0.1,42
975,1028947129,5,120,10,0.05,0.1,42
976,3806549527,5,120,10,0.05,0.1,42
977,4262117353,3,120,10,0.05,0.1,42
978,2669808209,3,120,10,0.05,0.1,42
979,2551146434,6,120,10,0.05,0.1,42
980,982202607,5,120,10,0.05,0.1,42
981,581587145,7,120,10,0.05,0.1,42
982,3232224148,3,120,10,0.05,0.1,42
983,2338685576,3,120,10,0.05,0.1,42
984,2754811367,6,120,10,0.05,0.1,42
985,3722405180,8,120,10,0.05,0.1,42
986,3288616503,5,120,10,0.05,0.1,42
987,2991186436,4,120,10,0.05,0.1,42
988,2390453823,6,120,10,0.05,0.1,42
989,2747308707,6,120,10,0.05,0.1,42
990,1488055746,4,120,10,0.05,0.1,42
991,1246211114,3,120,10,0.05,0.1,42
992,441120766,5,120,10,0.05,0.1,42
993,846081421,3,120,10,0.05,0.1,42
994,4147263809,7,120,10,0.05,0.1,42
995,3801758423,5,120,10,0.05,0.1,42
996,3182858130,7,120,10,0.05,0.1,42
997,1335387131,4,120,10,0.05,0.1,42
998,216565467,4,120,10,0.05,0.1,42
999,599297493,5,120,10,0.05,0.1,42
1000,3061623784,4,120,10,0.05,0.1,42
1001,997055886,5,120,10,0.05,0.1,42
1002,154241538,5,120,10,0.05,0.1,42
1003,509137557,2,120,10,0.05,0.1,42
1004,3990001110,6,120,10,0.05,0.1,42
1005,837100166,5,120,10,0.05,0.1,42
1006,3939109817,6,120,10,0.05,0.1,42
1007,4053243770,5,120,10,0.05,0.1,42
1008,249483178,4,120,10,0.05,0.1,42
1009,1810055680,3,120,10,0.05,0.1,42
1010,2981663691,5,120,10,0.05,0.1,42
1011,814507073,4,120,10,0.05,0.1,42
1012,2482115862,6,120,10,0.05,0.1,42
1013,222590759,4,120,10,0.05,0.1,42
1014,89551717,6,120,10,0.05,0.1,42
1015,1720633443,5,120,10,0.05,0.1,42
1016,590007678,7,120,10,0.05,0.1,42
1017,3374578112,6,120,10,0.05,0.1,42
1018,3644427786,6,120,10,0.05,0.1,42
1019,2234638460,6,120,10,0.05,0.1,42
1020,4160908486,8,120,10,0.05,0.1,42
1021,14290361,3,120,10,0.05,0.1,42
1022,2021341704,4,120,10,0.05,0.1,42
1023,4130074950,6,120,10,0.05,0.1,42
1024,3475920154,4,120,10,0.05,0.1,42
1025,1416360840,5,120,10,0.05,0.1,42
1026,506400604,4,120,10,0.05,0.1,42
1027,502198435,6,120,10,0.05,0.1,42
1028,52188600,3,120,10,0.05,0.1,42
1029,2489823236,6,120,10,0.05,0.1,42
1030,501525207,5,120,10,0.05,0.1,42
1031,1947789173,4,120,10,0.05,0.1,42
1032,2547166662,3,120,10,0.05,0.1,42
1033,1728388582,4,120,10,0.05,0.1,42
1034,1431802724,7,120,10,0.05,0.1,42
1035,3666364229,5,120,10,0.05,0.1,42
1036,3406923669,8,120,10,0.05,0.1,42
1037,936979642,6,120,10,0.05,0.1,42
1038,1136111044,4,120,10,0.05,0.1,42
1039,2094462779,5,120,10,0.05,0.1,42
1040,3629831598,7,120,10,0.05,0.1,42
1041,2668543725,3,120,10,0.05,0.1,42
1042,2592423926,7,120,10,0.05,0.1,42
1043,1420033390,6,120,10,0.05,0.1,42
1044,940301167,3,120,10,0.05,0.1,42
1045,3991342980,8,120,10,0.05,0.1,42
1046,2479403259,5,120,10,0.05,0.1,42
1047,1626485535,5,120,10,0.05,0.1,42
1048,4034910891,5,120,10,0.05,0.1,42
1049,3266079311,6,120,10,0.05,0.1,42
1050,1033217958,5,120,10,0.05,0.1,42
1051,3237624503,7,120,10,0.05,0.1,42
1052,4286248510,8,120,10,0.05,0.1,42
1053,3669438420,6,120,10,0.05,0.1,42
1054,3135487888,5,120,10,0.05,0.1,42
1055,3080543216,4,120,10,0.05,0.1,42
1056,954941023,8,120,10,0.05,0.1,42
1057,1364290226,6,120,10,0.05,0.1,42
1058,2015241837,6,120,10,0.05,0.1,42
1059,317657250,4,120,10,0.05,0.1,42
1060,1894206403,8,120,10,0.05,0.1,42
1061,435000718,5,120,10,0.05,0.1,42
1062,3352813028,5,120,10,0.05,0.1,42
1063,879525889,7,120,10,0.05,0.1,42
1064,2568802184,5,120,10,0.05,0.1,42
1065,3335599154,4,120,10,0.05,0.1,42
1066,4033536857,7,120,10,0.05,0.1,42
1067,931906886,4,120,10,0.05,0.1,42
1068,3449138321,9,120,10,0.05,0.1,42
1069,2796594643,6,120,10,0.05,0.1,42
1070,3101575597,7,120,10,0.05,0.1,42
1071,254174155,4,120,10,0.05,0.1,42
1072,3804582065,4,120,10,0.05,0.1,42
1073,2044715068,4,120,10,0.05,0.1,42
1074,1327922517,4,120,10,0.05,0.1,42
1075,620486198,5,120,10,0.05,0.1,42
1076,2777891447,5,120,10,0.05,0.1,42
1077,3264541943,4,120,10,0.05,0.1,42
1078,1575689176,3,120,10,0.05,0.1,42
1079,589290482,5,120,10,0.05,0.1,42
1080,2598256010,5,120,10,0.05,0.1,42
1081,3040934307,6,120,10,0.05,0.1,42
1082,2980697754,3,120,10,0.05,0.1,42
1083,1933277302,6,120,10,0.05,0.1,42
1084,2620711408,5,120,10,0.05,0.1,42
1085,3559762254,5,120,10,0.05,0.1,42
1086,3561309750,3,120,10,0.05,0.1,42
1087,538112383,6,120,10,0.05,0.1,42
1088,509095276,5,120,10,0.05,0.1,42
1089,2111065655,4,120,10,0.05,0.1,42
1090,3363465481,5,120,10,0.05,0.1,42
1091,2721723767,2,120,10,0.05,0.1,42
1092,104913380,6,120,10,0.05,0.1,42
1093,3507438956,7,120,10,0.05,0.1,42
1094,235096368,5,120,10,0.05,0.1,42
1095,103259978,3,120,10,0.05,0.1,42
1096,3081880741,6,120,10,0.05,0.1,42
1097,2560647747,2,120,10,0.05,0.1,42
1098,3127307349,4,120,10,0.05,0.1,42
1099,3867222348,2,120,10,0.05,0.1,42
1100,3323802521,5,120,10,0.05,0.1,42
1101,2879519938,5,120,10,0.05,0.1,42
1102,2040301551,8,120,10,0.05,0.1,42
1103,1665725093,7,120,10,0.05,0.1,42
1104,3622938885,5,120,10,0.05,0.1,42
1105,931760746,3,120,10,0.05,0.1,42
1106,1710477440,7,120,10,0.05,0.1,42
1107,3192320395,6,120,10,0.05,0.1,42
1108,3887565779,4,120,10,0.05,0.1,42
1109,1466034434,6,120,10,0.05,0.1,42
1110,548852613,3,120,10,0.05,0.1,42
1111,286312701,6,120,10,0.05,0.1,42
1112,4011117760,4,120,10,0.05,0.1,42
1113,3899796625,4,120,10,0.05,0.1,42
1114,4234827353,5,120,10,0.05,0.1,42
1115,4262125127,4,120,10,0.05,0.1,42
1116,802792861,2,120,10,0.05,0.1,42
1117,3989342379,5,120,10,0.05,0.1,42
1118,4019092221,7,120,10,0.05,0.1,42
1119,914587886,3,120,10,0.05,0.1,42
1120,125966390,5,120,10,0.05,0.1,42
1121,2340229278,6,120,10,0.05,0.1,42
1122,3142866215,4,120,10,0.05,0.1,42
1123,3943318343,6,120,10,0.05,0.1,42
1124,3006920477,5,120,10,0.05,0.1,42
1125,2347656077,5,120,10,0.05,0.1,42
1126,3167540991,5,120,10,0.05,0.1,42
1127,4119170024,5,120,10,0.05,0.1,42
1128,1335191553,3,120,10,0.05,0.1,42
1129,1339079987,5,120,10,0.05,0.1,42
1130,1547304714,4,120,10,0.05,0.1,42
1131,3456815815,3,120,10,0.05,0.1,42
1132,3971573437,3,120,10,0.05,0.1,42
1133,2943152143,4,120,10,0.05,0.1,42
1134,3592296301,4,120,10,0.05,0.1,42
1135,531441984,7,120,10,0.05,0.1,42
1136,4279333989,4,120,10,0.05,0.1,42
1137,1416520077,7,120,10,0.05,0.1,42
1138,2235418446,4,120,10,0.05,0.1,42
1139,3913043441,4,120,10,0.05,0.1,42
1140,3902740603,5,120,10,0.05,0.1,42
1141,2446342067,2,120,10,0.05,0.1,42
1142,1125324064,6,120,10,0.05,0.1,42
1143,3179529070,5,120,10,0.05,0.1,42
1144,2436477293,3,120,10,0.05,0.1,42
1145,4167353479,4,120,10,0.05,0.1,42
1146,178224556,7,120,10,0.05,0.1,42
1147,3248190678,6,120,10,0.05,0.1,42
1148,3170894788,5,120,10,0.05,0.1,42
1149,3267427235,3,120,10,0.05,0.1,42
1150,4195080312,4,120,10,0.05,0.1,42
1151,3611295789,6,120,10,0.05,0.1,42
1152,640133651,6,120,10,0.05,0.1,42
1153,236166640,4,120,10,0.05,0.1,42
1154,2775356447,8,120,10,0.05,0.1,42
1155,3255435076,4,120,10,0.05,0.1,42
1156,2990594788,8,120,10,0.05,0.1,42
1157,2772464931,7,120,10,0.05,0.1,42
1158,633189006,7,120,10,0.05,0.1,42
1159,2171527683,6,120,10,0.05,0.1,42
1160,1339296704,4,120,10,0.05,0.1,42
1161,1832971171,7,120,10,0.05,0.1,42
1162,139849318,5,120,10,0.05,0.1,42
1163,1204464135,8,120,10,0.05,0.1,42
1164,668170583,6,120,10,0.05,0.1,42
1165,2122103071,2,120,10,0.05,0.1,42
1166,3091232307,5,120,10,0.05,0.1,42
1167,1778790891,3,120,10,0.05,0.1,42
1168,1500876417,7,120,10,0.05,0.1,42
1169,100214810,4,120,10,0.05,0.1,42
1170,3412069907,6,120,10,0.05,0.1,42
1171,366341144,7,120,10,0.05,0.1,42
1172,1121712063,4,120,10,0.05,0.1,42
1173,1493628773,3,120,10,0.05,0.1,42
1174,2257487293,7,120,10,0.05,0.1,42
1175,3956394044,3,120,10,0.05,0.1,42
1176,1438321007,3,120,10,0.05,0.1,42
1177,2675911580,6,120,10,0.05,0.1,42
1178,542874216,5,120,10,0.05,0.1,42
1179,1405098381,3,120,10,0.05,0.1,42
1180,4056351363,3,120,10,0.05,0.1,42
1181,157894666,7,120,10,0.05,0.1,42
1182,3702077914,7,120,10,0.05,0.1,42
1183,1538090944,3,120,10,0.05,0.1,42
1184,1833303537,6,120,10,0.05,0.1,42
1185,1512799688,4,120,10,0.05,0.1,42
1186,1234909160,7,120,10,0.05,0.1,42
1187,3657664590,6,120,10,0.05,0.1,42
1188,834114707,5,120,10,0.05,0.1,42
1189,1095506223,3,120,10,0.05,0.1,42
1190,1034930076,5,120,10,0.05,0.1,42
1191,1193132912,6,120,10,0.05,0.1,42
1192,2663169576,6,120,10,0.05,0.1,42
1193,1126411712,6,120,10,0.05,0.1,42
1194,2531829211,7,120,10,0.05,0.1,42
1195,739274461,8,120,10,0.05,0.1,42
1196,3453550300,5,120,10,0.05,0.1,42
1197,1715132761,6,120,10,0.05,0.1,42
1198,2276611777,5,120,10,0.05,0.1,42
1199,4204840525,5,120,10,0.05,0.1,42
1200,2033261893,5,120,10,0.05,0.1,42
1201,3712475,4,120,10,0.05,0.1,42
1202,208363032,6,120,10,0.05,0.1,42
1203,1045984405,3,120,10,0.05,0.1,42
1204,215528764,7,120,10,0.05,0.1,42
1205,3443216216,8,120,10,0.05,0.1,42
1206,603784654,4,120,10,0.05,0.1,42
1207,3466167924,6,120,10,0.05,0.1,42
1208,3894145359,5,120,10,0.05,0.1,42
1209,36321993,4,120,10,0.05,0.1,42
1210,2530152956,6,120,10,0.05,0.1,42
